,kernel,C,gamma,epsilon,MAE,MAPE,RMSE,R2
158,rbf,1.0,0.1,0.1,126.17422578825457,66.2371823166454,134.04406262293492,-6.414093130390948
166,rbf,1.0,1,10.0,125.65174057446882,65.81127991627137,134.06973920256866,-6.416933790123413
159,rbf,1.0,0.1,1.0,126.41277960374345,66.36656467995257,134.2685450398461,-6.438946557464419
154,rbf,1.0,0.01,10.0,125.63278545507862,65.74935194186989,134.27627819226774,-6.439803469471301
271,poly,0.001,1,0.01,125.94212987418953,65.98987878855985,134.3320832553094,-6.445988701607785
373,poly,1.0,0.1,0.01,125.94254008899169,65.99010756197217,134.33247891165254,-6.446032563906766
270,poly,0.001,1,0.001,125.95016969604212,65.9943738161121,134.33977548104613,-6.44684148173946
372,poly,1.0,0.1,0.001,125.95018520052565,65.9943823779467,134.3397909161633,-6.446843192965742
272,poly,0.001,1,0.1,125.9677525874117,66.00492146020757,134.35488324373281,-6.448516509698887
374,poly,1.0,0.1,0.1,125.96787903455436,66.00499032745503,134.35500565167283,-6.448530082082044
184,rbf,10.0,0.001,10.0,125.83029127468309,65.86640516690922,134.4407471337571,-6.458039988897057
16,linear,0.1,None,10.0,126.66986880180815,18104.814287718065,134.5541314405398,-6.470625180553199
652,sigmoid,100.0,0.001,10.0,126.67057612965853,66.46140001088408,134.55478530964564,-6.47069778810264
622,sigmoid,10.0,0.01,10.0,126.72645502831034,66.49205840965922,134.60637250393455,-6.47642729397644
592,sigmoid,1.0,0.1,10.0,126.99979283080536,66.6265707144755,134.9071995229276,-6.509882241514978
621,sigmoid,10.0,0.01,1.0,127.34833252811332,66.83742369708729,135.19669526175457,-6.542147555458386
651,sigmoid,100.0,0.001,1.0,127.35998728652083,66.84423026456719,135.20917069371654,-6.543539540516845
15,linear,0.1,None,1.0,127.36010171706977,18281.553130321172,135.20929380157702,-6.543553277298621
12,linear,0.1,None,0.001,127.48362806049809,18305.5130047366,135.2978677021061,-6.55343988747237
648,sigmoid,100.0,0.001,0.001,127.48369305243635,66.91300426383812,135.29793223444847,-6.553447092926431
13,linear,0.1,None,0.01,127.4923382532942,18307.76295922304,135.30618226534602,-6.55436829062384
649,sigmoid,100.0,0.001,0.01,127.49276706614752,66.91806058143949,135.30660146697593,-6.554415100139163
618,sigmoid,10.0,0.01,0.001,127.49867804055384,66.92101329544094,135.31308020023135,-6.555138556519649
619,sigmoid,10.0,0.01,0.01,127.507942487671,66.92617551221326,135.3219528848097,-6.556129392867932
650,sigmoid,100.0,0.001,0.1,127.58515128992913,66.96992003160685,135.39470463232257,-6.5642562248656615
14,linear,0.1,None,0.1,127.58561919362279,18331.84823201102,135.39515586612035,-6.564306644175052
620,sigmoid,10.0,0.01,0.1,127.59927458068132,66.97729959089119,135.4091251442392,-6.565867606289391
219,rbf,100.0,0.001,1.0,128.0108207303311,67.29006340686438,135.5049157616962,-6.57657582813125
216,rbf,100.0,0.001,0.001,128.11414275875885,67.3443778821634,135.6113340418114,-6.588480972253521
217,rbf,100.0,0.001,0.01,128.1162709958101,67.34556972557056,135.61330448630645,-6.588701496434559
218,rbf,100.0,0.001,0.1,128.12263323448866,67.3486552751854,135.6217847938888,-6.589650614741569
186,rbf,10.0,0.01,0.001,128.25435266178363,67.43088784492943,135.81669429407617,-6.611481296267154
187,rbf,10.0,0.01,0.01,128.2631209471437,67.4358657136997,135.8250480320898,-6.612417650614895
188,rbf,10.0,0.01,0.1,128.30119673148627,67.45872750865946,135.8593905732217,-6.616267644714433
189,rbf,10.0,0.01,1.0,128.29758839651726,67.45046832553973,135.86773866295025,-6.617203660088142
589,sigmoid,1.0,0.1,0.01,128.09527757521099,67.23554682377527,135.92452716106425,-6.623572500259731
588,sigmoid,1.0,0.1,0.001,128.0959301914037,67.23584216715189,135.92535425697645,-6.623665278876912
591,sigmoid,1.0,0.1,1.0,128.0974788609662,67.23847278819763,135.9308143825484,-6.624277776906155
590,sigmoid,1.0,0.1,0.1,128.19361073263937,67.29163043935912,136.0182900374796,-6.634093848305586
316,poly,0.01,10,10.0,113.15096325936169,62.16885795343099,137.75788612971118,-6.830613936249581
418,poly,10.0,1,10.0,113.14953034199056,62.16848376460966,137.75818715934975,-6.830648159327833
628,sigmoid,10.0,0.1,10.0,132.33391111182132,69.86361659443725,139.11385851065518,-6.985528537694516
626,sigmoid,10.0,0.1,0.1,132.89407182795188,70.15924089780808,139.69061603958653,-7.0518808229284655
625,sigmoid,10.0,0.1,0.01,132.94467566861368,70.18617186042715,139.7440894307265,-7.058046502399867
624,sigmoid,10.0,0.1,0.001,132.95024304886383,70.18915579180197,139.74998402395894,-7.058726315168439
627,sigmoid,10.0,0.1,1.0,133.14010752463878,70.30742321069266,139.9227165667388,-7.078659978333352
357,poly,0.1,100,1.0,133.69227089038444,72.34608539971252,144.1517838180634,-7.574383716478048
352,poly,0.1,10,10.0,111.59524497696053,61.42536649721093,146.76317109708197,-7.887856762923985
354,poly,0.1,100,0.001,112.1594151419813,66.4830849688096,149.31905039511915,-8.200116179475115
358,poly,0.1,100,10.0,137.19220717134746,75.62562087088162,156.93341414576605,-9.162339958569886
350,poly,0.1,10,0.1,113.78874161077594,62.970882811883,159.25031628917327,-9.464620424820675
451,poly,100.0,1,0.01,108.87990818399214,59.685529577104546,159.2604755529223,-9.465955633848619
457,poly,100.0,10,0.01,124.18289648229508,66.88277979908973,160.33600609280134,-9.60779200433989
454,poly,100.0,1,10.0,112.950674399232,62.80316097782722,163.50333517377095,-10.03103099372115
460,poly,100.0,10,10.0,150.84540115920106,81.57202842018305,163.6425562008028,-10.049824558990396
452,poly,100.0,1,0.1,110.74317499921631,62.60448279968009,166.32219700357825,-10.41466838905141
351,poly,0.1,10,1.0,125.08626033525493,68.16294161108105,166.9266220085604,-10.497782337530465
450,poly,100.0,1,0.001,128.80457216032312,70.10091172569108,167.39251605084223,-10.562052776813664
453,poly,100.0,1,1.0,114.89181292246823,62.851864062221864,177.16748626265095,-11.951823559672933
459,poly,100.0,10,1.0,168.6635447412035,92.73938077794722,185.38546597975096,-13.181241040419371
355,poly,0.1,100,0.01,162.21003588001804,88.12493862904228,192.77247609543966,-14.33391051620306
348,poly,0.1,10,0.001,123.62297554405842,68.01791185330305,197.2401549489266,-15.052901580486967
663,sigmoid,100.0,0.1,1.0,169.79778306178284,108.66355565957974,211.385885465334,-17.438043869754427
664,sigmoid,100.0,0.1,10.0,182.9668367752326,113.84172296916853,225.24372541671318,-19.9347739815894
662,sigmoid,100.0,0.1,0.1,205.61002383904642,130.09897884058233,245.99087524430269,-23.96898385095482
458,poly,100.0,10,0.1,171.6814318333712,91.97493666361278,249.46780661632044,-24.679814973695184
661,sigmoid,100.0,0.1,0.01,210.25836190071868,130.08023409238257,256.6346225769748,-26.17649012065453
660,sigmoid,100.0,0.1,0.001,210.78218880047334,130.40398698216947,257.33161678128266,-26.324307885998582
356,poly,0.1,100,0.1,236.20616527812987,134.15879355824322,292.59085718388513,-34.32517935230955
391,poly,1.0,100,0.01,270.57088507893275,155.47883429701457,328.0430863664199,-43.4042614948193
394,poly,1.0,100,10.0,187.09031007083263,101.06503564138943,365.12285713245444,-54.009907581005
456,poly,100.0,10,0.001,182.9657393016071,97.60412653430153,368.5245035608193,-55.03967560698535
392,poly,1.0,100,0.1,308.21288263513986,178.44258718546607,392.5978036109468,-62.6002179926537
466,poly,100.0,100,10.0,152.97279378677356,89.83768132954046,411.3505776625659,-68.82116581900311
430,poly,10.0,100,10.0,152.97279378677356,89.83768132954046,411.3505776625659,-68.82116581900311
390,poly,1.0,100,0.001,203.20412146705772,114.81004854117253,428.7272684856235,-74.84467364511843
639,sigmoid,10.0,10,1.0,368.7370165165762,232.7555674236176,447.4932680727734,-81.62964476197618
640,sigmoid,10.0,10,10.0,368.8893793414531,232.8203185735449,447.7528029822263,-81.72551881311539
636,sigmoid,10.0,10,0.001,375.91254209100293,235.5267793677617,452.21919118645803,-83.38414430501295
637,sigmoid,10.0,10,0.01,375.91189448199515,235.52640896223198,452.2199063963836,-83.38441122170497
638,sigmoid,10.0,10,0.1,375.9054183919177,235.52270490693462,452.22706794679925,-83.3870839390793
642,sigmoid,10.0,100,0.001,388.502792263201,246.96409878765255,486.7616295891781,-96.76773315560308
643,sigmoid,10.0,100,0.01,388.50298736660915,246.96424406000625,486.76341744525837,-96.76845135090262
644,sigmoid,10.0,100,0.1,388.50493840069043,246.96570857743077,486.7813015047774,-96.77563565794351
645,sigmoid,10.0,100,1.0,388.52444874150365,246.98042513998496,486.9606917471245,-96.84771413289863
646,sigmoid,10.0,100,10.0,391.0946105701204,248.43899912192086,488.6324669753193,-97.52070551800703
349,poly,0.1,10,0.01,157.12170075686893,90.11197897598196,522.4542253854285,-111.63136950939781
393,poly,1.0,100,1.0,350.29783406289425,205.00548743715768,655.359668159409,-176.22390203932216
385,poly,1.0,10,0.01,156.8293454775239,91.41932402622429,687.1894644772584,-193.85693100244615
285,poly,0.001,100,1.0,152.48429494774751,88.20697307075139,689.5933669743542,-195.22259909685403
284,poly,0.001,100,0.1,151.11616165884183,88.084819011131,704.2278155321806,-203.63938530154252
283,poly,0.001,100,0.01,149.75679544034128,87.31317078005772,717.5133006492625,-211.433392695117
464,poly,100.0,100,0.1,485.5158055449907,293.9068736508267,796.4420049800505,-260.74065626103356
428,poly,10.0,100,0.1,485.5158055449907,293.9068736508267,796.4420049800505,-260.74065626103356
634,sigmoid,10.0,1,10.0,737.500377321885,460.31047669906616,820.550937851142,-276.826690367936
631,sigmoid,10.0,1,0.01,738.7899648989882,461.1267528849568,823.3166783982158,-278.70272628927734
632,sigmoid,10.0,1,0.1,738.7970872011464,461.13167552785006,823.3245039683956,-278.70804342610654
630,sigmoid,10.0,1,0.001,738.8387725336972,461.15582969696226,823.3634146506853,-278.7344823039531
633,sigmoid,10.0,1,1.0,738.8685131931302,461.18119091782137,823.4035407419175,-278.76174833173894
286,poly,0.001,100,10.0,169.20210244237575,98.21704308405134,841.1119722479737,-290.92447133305956
322,poly,0.01,100,10.0,161.3446485711884,93.44492609362939,841.2176585770571,-290.9978369849054
387,poly,1.0,10,1.0,158.03101595655653,92.16822496649645,845.3197392318856,-293.8525538712
424,poly,10.0,10,10.0,171.29398538986757,100.79473217874921,864.5933739539087,-307.4513524056812
282,poly,0.001,100,0.001,157.98051606979112,93.27224198171832,889.5162123631466,-325.49054505729464
319,poly,0.01,100,0.01,186.56591950581372,106.97897388698136,899.7836862448436,-333.0712504153568
384,poly,1.0,10,0.001,160.15512226847324,94.2602470454566,910.4489969464888,-341.03780959243954
386,poly,1.0,10,0.1,171.44601342549308,99.80645297036263,915.4118680496938,-344.77687918916797
318,poly,0.01,100,0.001,207.89789231282936,118.49496794514171,916.7259202975675,-345.7703008809022
321,poly,0.01,100,1.0,220.85209384108973,129.1388754716464,930.8792782813032,-356.56055170204246
320,poly,0.01,100,0.1,195.65258269001495,111.29479338799936,943.7664131573653,-366.52924982968256
423,poly,10.0,10,1.0,261.6663592255549,150.82948772013773,984.4309580974427,-398.88342079806984
420,poly,10.0,10,0.001,196.50297441331537,112.79075860712973,998.2950798635073,-410.2261600086408
388,poly,1.0,10,10.0,178.24453630962478,104.62207151162681,1002.9258210119076,-414.0500765785222
421,poly,10.0,10,0.01,208.4093431896092,119.14900269067023,1024.2824990644199,-431.91474474994465
422,poly,10.0,10,0.1,216.82356067220925,124.43379280619715,1039.657691661561,-445.0089922582616
427,poly,10.0,100,0.01,412.6188413451386,242.55854900371924,1087.8780552761223,-487.3411318714131
463,poly,100.0,100,0.01,412.6188413451386,242.55854900371924,1087.8780552761223,-487.3411318714131
465,poly,100.0,100,1.0,425.2556383127631,254.9796519826008,1182.6969001714872,-576.1780280535239
429,poly,10.0,100,1.0,425.2556383127631,254.9796519826008,1182.6969001714872,-576.1780280535239
426,poly,10.0,100,0.001,406.3732409889361,237.35093510211925,1428.724267610043,-841.2862595996565
462,poly,100.0,100,0.001,406.3732409889361,237.35093510211925,1428.724267610043,-841.2862595996565
672,sigmoid,100.0,10,0.001,3929.1175468676797,2439.8997119917594,4761.457537960832,-9353.976575978459
673,sigmoid,100.0,10,0.01,3929.1181296014934,2439.9000675559078,4761.45943060447,-9353.9840130459
674,sigmoid,100.0,10,0.1,3929.1239569396234,2439.903623197385,4761.478357935106,-9354.058387396879
675,sigmoid,100.0,10,1.0,3929.1822303209183,2439.9391796121586,4761.667720663198,-9354.802498561758
676,sigmoid,100.0,10,10.0,3929.764964133868,2440.2988316763567,4763.570286163582,-9362.280375719061
681,sigmoid,100.0,100,1.0,4003.8115654597445,2486.4063091189405,4801.115648313033,-9510.460476172044
680,sigmoid,100.0,100,0.1,4003.8180402798885,2486.4137644948014,4801.124262706843,-9510.494608047115
679,sigmoid,100.0,100,0.01,4003.8186877619028,2486.414512858948,4801.125125947784,-9510.498028376123
678,sigmoid,100.0,100,0.001,4003.818752510104,2486.4145876953626,4801.125212289893,-9510.498370480438
682,sigmoid,100.0,100,10.0,4003.870884953272,2486.4105246037693,4801.705385226884,-9512.797267976397
670,sigmoid,100.0,1,10.0,5903.762327237473,3665.8618519813053,6750.052756755406,-18799.83800367515
669,sigmoid,100.0,1,1.0,5907.949285649346,3668.461219564665,6756.055066737884,-18833.289188572275
668,sigmoid,100.0,1,0.1,5908.044292542182,3668.520202199108,6756.221784773083,-18834.21874121792
667,sigmoid,100.0,1,0.01,5908.0537932314655,3668.5261004625518,6756.238461567372,-18834.311725571013
666,sigmoid,100.0,1,0.001,5908.054743300393,3668.526690288896,6756.240129296706,-18834.321024297205
