날짜,시간,강수량,강수형태,기온,습도,하늘상태
4,2000,0,0,13.1,44,4
4,2100,0,0,13.1,45,4
4,2200,0,0,12.8,51,4
4,2300,0.2,1,12.7,52,4
5,0,0,0,13.6,51,4
5,100,0.2,1,14.1,53,4
5,200,0.2,1,14.7,53,4
5,300,0.2,1,14.1,59,4
5,400,0.2,1,13.6,65,4
5,500,1.9,1,12,76,4
5,600,4.2,1,11.2,84,4
5,700,3.6,1,11.2,87,4
5,800,3.4,1,11.8,89,4
5,900,3.5,1,11.8,89,4
5,1000,2,1,12,90,4
5,1100,2,1,12.3,92,4
5,1200,3.9,1,12.6,91,4
5,1300,9.1,1,12.8,89,4
5,1400,8.8,1,13,88,4
5,1500,1.6,1,12.8,88,4
5,1600,0.3,1,12.3,87,4
5,1700,0.3,1,11.6,87,4
5,1800,0,0,11.3,87,4
5,1900,0,0,11,87,4
5,2000,0,0,11.4,92,4
5,2100,0,0,10.7,93,4
5,2200,0,0,10.3,94,4
5,2300,0,0,10.1,95,4
6,0,0,0,10.2,94,4
6,100,0,0,10.3,92,4
6,200,0,0,10.5,89,4
6,300,0,0,11.5,83,4
6,400,0,0,12.3,78,4
6,500,0,0,12.5,76,4
6,600,0,0,11.7,78,4
6,700,0,0,10.9,81,4
6,800,0,0,11.3,80,4
6,900,0,0,11.2,81,4
6,1000,0,0,11.1,83,4
6,1100,0,0,11.1,84,4
6,1200,0,0,11,84,4
6,1300,0,0,10.9,84,4
6,1400,0,0,10.6,83,3
6,1500,0,0,10.4,84,3
6,1600,0,0,10.3,85,4
6,1700,0,0,10.2,86,4
6,1800,0,0,10.3,86,4
6,1900,0,0,10.3,86,4
6,2000,0,0,10.2,86,4
6,2100,0,0,10.3,86,4
6,2200,0,0,11.1,84,4
6,2300,0,0,12.4,79,4
7,0,0,0,14.3,69,4
7,100,0,0,16,61,2
7,200,0,0,17.799999,52,3
7,300,0,0,19.200001,49,2
7,400,0,0,21,45,1
7,500,0,0,22,43,1
7,600,0,0,22.1,45,1
7,700,0,0,20.799999,52,1
7,800,0,0,18.799999,53,1
7,900,0,0,17.6,60,4
7,1000,0,0,16.9,65,4
7,1100,0,0,16.4,70,4
7,1200,0,0,15,73,4
7,1300,0,0,14,75,4
7,1400,0,0,13.5,75,4
7,1500,0,0,12.8,77,4
7,1600,0,0,12.2,77,4
7,1700,0,0,11.5,78,4
7,1800,0,0,11,81,4
7,1900,0,0,10.5,83,4
7,2000,0,0,10.4,84,4
7,2100,0,0,10.3,86,2
7,2200,0,0,10.8,86,3
7,2300,0,0,11.5,84,4
8,0,0,0,13.6,75,4
8,100,0,0,15,68,3
8,200,0,0,16.6,60,2
8,300,0,0,17.799999,57,4
8,400,0,0,18.6,55,3
8,500,0,0,19,55,4
8,600,0,0,18.200001,60,4
8,700,0,0,17.200001,65,4
8,800,0,0,15.4,72,4
8,900,0,0,14.3,75,4
8,1000,0,0,14.2,76,4
8,1100,0,0,14.1,77,4
8,1200,0,0,13.5,77,4
8,1300,0,0,12.5,80,4
8,1400,0.7,1,12.2,83,4
8,1500,0.2,1,12.5,81,4
8,1600,0.2,1,12.6,79,4
8,1700,0.2,1,13,75,4
8,1800,0.5,1,12.7,77,4
8,1900,0,0,12.3,78,2
8,2000,0,0,11.7,82,3
8,2100,0,0,11.9,81,1
8,2200,0,0,12.6,79,1
8,2300,0,0,13.6,75,2
9,0,0,0,15.5,65,2
9,100,0,0,16.6,56,2
9,200,0,0,17.1,51,3
9,300,0,0,17.700001,46,4
9,400,0,0,17.799999,42,4
9,500,0,0,18,39,3
9,600,0,0,17.4,41,4
9,700,0,0,16.700001,43,4
9,800,0,0,15.9,45,4
9,900,0,0,15.2,46,4
9,1000,0,0,14.7,46,4
9,1100,0,0,14.5,45,4
9,1200,0,0,14,44,4
9,1300,0,0,13.6,44,4
9,1400,0,0,13.2,42,4
9,1500,0,0,13,41,4
9,1600,0,0,12.7,41,4
9,1700,0,0,12.6,41,4
9,1800,0,0,12.1,43,4
9,1900,0,0,11.6,46,4
9,2000,0,0,10.7,45,4
9,2100,0,0,11.4,42,1
9,2200,0,0,12.6,36,1
9,2300,0,0,14,30,2
10,0,0,0,15.8,25,1
10,100,0,0,17,21,1
10,200,0,0,18,19,1
10,300,0,0,19.299999,17,1
10,400,0,0,20.299999,14,1
10,500,0,0,21.200001,12,1
10,600,0,0,21.6,11,1
10,700,0,0,21.4,10,1
10,800,0,0,20.4,13,1
10,900,0,0,18.799999,17,1
10,1000,0,0,17.799999,20,3
10,1100,0,0,17,22,4
10,1200,0,0,16.299999,26,4
10,1300,0,0,15.8,30,4
10,1400,0,0,15.3,35,4
10,1500,0,0,15.2,37,4
10,1600,0,0,14.9,40,4
10,1700,0,0,14.6,44,4
10,1800,0,0,14,48,4
10,1900,0,0,13.6,50,4
10,2000,0,0,13.3,54,4
10,2100,0,0,12.8,59,4
10,2200,0,0,12.4,63,4
10,2300,0,0,12.9,62,4
11,0,0,0,14.9,54,4
11,100,0,0,16.299999,49,1
11,200,0,0,17.9,44,1
11,300,0,0,18.700001,42,1
11,400,0,0,19.1,40,1
11,500,0,0,19.299999,40,3
11,600,0,0,19.1,41,1
11,700,0,0,18.799999,42,1
11,800,0,0,17.700001,44,1
11,900,0,0,16.799999,38,1
11,1000,0,0,15.4,28,1
11,1100,0,0,14.1,26,3
11,1200,0,0,13.2,24,2
11,1300,0,0,12.8,22,3
11,1400,0,0,12.5,22,4
11,1500,0,0,12,20,4
11,1600,0,0,11.4,17,4
11,1700,0,0,11.4,16,3
11,1800,0,0,11,17,4
11,1900,0,0,9.9,22,4
11,2000,0,0,9.3,27,1
11,2100,0,0,10,25,1
11,2200,0,0,10.8,23,1
11,2300,0,0,11.5,23,1
12,0,0,0,12.7,20,1
12,100,0,0,13.8,19,1
12,200,0,0,14.4,18,1
12,300,0,0,14.9,19,1
12,400,0,0,15.5,20,1
12,500,0,0,15.5,20,1
12,600,0,0,14.5,19,1
12,700,0,0,12.9,20,1
12,800,0,0,11.7,19,2
12,900,0,0,10.9,22,1
12,1000,0,0,10.5,26,1
12,1100,0,0,10.3,32,1
12,1200,0,0,9.9,46,1
12,1300,0,0,9.5,58,1
12,1400,0,0,9.3,65,2
12,1500,0,0,8.7,70,3
12,1600,0,0,8.1,73,1
12,1700,0,0,7.6,75,1
12,1800,0,0,7.3,76,1
12,1900,0,0,6.9,77,1
12,2000,0,0,6.8,78,1
12,2100,0,0,7.9,71,1
12,2200,0,0,9.9,62,1
12,2300,0,0,11.8,50,1
13,0,0,0,13.6,39,1
13,100,0,0,15.2,25,1
13,200,0,0,15.7,21,2
13,300,0.1,1,16,21,4
13,400,0,0,18.299999,19,3
13,500,0,0,19.299999,22,2
13,600,0,0,18.799999,35,1
13,700,0,0,16.9,49,1
13,800,0,0,14.8,65,3
13,900,0,0,13.5,69,1
13,1000,0,0,13.5,68,2
13,1100,0,0,13.4,65,2
13,1200,0,0,13.2,60,3
13,1300,0,0,13.1,57,4
13,1400,0,0,13,54,4
13,1500,0,0,13.1,49,4
13,1600,0,0,12.7,46,1
13,1700,0,0,12.2,44,1
13,1800,0,0,11.3,46,2
13,1900,0,0,10.9,46,3
13,2000,0,0,10.6,51,4
13,2100,0,0,12.2,46,3
13,2200,0,0,14.3,41,3
13,2300,0,0,15.7,43,3
14,0,0,0,17.6,43,4
14,100,0,0,17.799999,47,4
14,200,0.2,1,16.6,53,4
14,300,2.8,1,12.1,80,4
14,400,1.8,1,12.8,80,4
14,500,0,0,14.5,73,4
14,600,0.4,1,13.6,77,4
14,700,0.3,1,13.7,73,4
14,800,0.1,1,13.1,75,4
14,900,0.1,1,13,74,4
14,1000,0,0,12.8,74,4
14,1100,0,0,12.6,74,3
14,1200,0,0,12.3,78,4
14,1300,0,0,12,82,3
14,1400,0,0,11.7,85,2
14,1500,0,0,11.6,84,3
14,1600,0,0,11.5,83,4
14,1700,0,0,11.4,82,3
14,1800,0,0,11.6,83,4
14,1900,0,0,11.6,84,4
14,2000,0,0,11.5,84,4
14,2100,0,0,11.9,84,4
14,2200,0,0,12.9,81,3
14,2300,0,0,14.2,77,3
15,0,0,0,16.200001,70,3
15,100,0,0,18.1,64,1
15,200,0,0,20,58,1
15,300,0,0,21.799999,50,1
15,400,0,0,23.1,42,1
15,500,0,0,22.5,39,1
15,600,0,0,21.4,43,1
15,700,0,0,20.700001,46,1
15,800,0,0,20.1,49,1
15,900,0,0,19,54,2
15,1000,0,0,18.200001,58,1
15,1100,0,0,17.6,62,1
15,1200,0,0,17,65,1
15,1300,0,0,16.299999,69,1
15,1400,0,0,15.5,73,2
15,1500,0,0,14.6,77,4
15,1600,0,0,14,80,4
15,1700,0,0,13.7,81,4
15,1800,0,0,13.3,82,4
15,1900,0,0,13.1,83,4
15,2000,0,0,13.1,83,4
15,2100,0,0,13.5,81,4
15,2200,0,0,15.5,72,2
15,2300,0,0,17.4,65,3
16,0,0,0,19.700001,56,3
16,100,0,0,21.299999,49,4
16,200,0,0,22.4,45,4
16,300,0,0,23.299999,42,4
16,400,0,0,23.799999,39,4
16,500,0,0,23.700001,37,4
16,600,0,0,23.1,37,4
16,700,0,0,22.700001,38,4
16,800,0,0,22.1,31,4
16,900,0,0,21.1,35,4
16,1000,0,0,20.700001,37,4
16,1100,0,0,20.4,38,4
16,1200,0,0,19.700001,42,4
16,1300,0,0,18.799999,48,4
16,1400,0,0,17.9,54,4
16,1500,0,0,17.299999,57,4
16,1600,0,0,16.799999,61,4
16,1700,0,0,16.5,66,4
16,1800,0,0,16.5,66,4
16,1900,0,0,16.6,65,4
16,2000,0,0,17.700001,58,4
16,2100,0,0,17.799999,55,4
16,2200,0,0,18,55,4
16,2300,0.1,1,17.700001,56,4
17,0,0.2,0,18.1,54,4
17,100,0.2,1,17.6,57,4
17,200,0.9,1,14.9,67,4
17,300,0.6,1,13.3,76,4
17,400,2.1,1,12.6,85,4
17,500,1,1,13,86,4
17,600,0,0,14.5,80,4
17,700,0,0,14.9,76,3
17,800,0,0,15.1,75,4
17,900,0,0,14.4,76,2
17,1000,0,0,13.6,76,1
17,1100,0,0,12.9,76,3
17,1200,0,0,12.6,76,2
17,1300,0,0,12.5,76,4
17,1400,0,0,12.3,76,4
17,1500,0,0,11.7,78,4
17,1600,0,0,11.1,80,4
17,1700,0,0,10.3,81,1
17,1800,0,0,10.5,82,3
17,1900,0,0,10.9,82,2
17,2000,0,0,10.5,85,4
17,2100,0,0,11.3,82,4
17,2200,0,0,12.3,78,4
17,2300,0,0,13.9,71,4
18,0,0,0,15,69,4
18,100,0,0,16.799999,66,3
18,200,0.7,1,15.5,72,4
18,300,2.6,1,14.3,80,4
18,400,2.2,1,12.7,87,4
18,500,3.6,1,11.5,91,4
18,600,0.4,1,11.9,88,4
18,700,0,0,12.3,81,3
18,800,0,0,12.3,72,2
18,900,0,0,11.7,73,3
18,1000,0,0,11.5,66,1
18,1100,0,0,11.1,59,1
18,1200,0,0,10.6,57,1
18,1300,0,0,10.3,56,1
18,1400,0,0,10.1,57,2
18,1500,0,0,9.7,57,3
18,1600,0,0,9.5,56,1
18,1700,0,0,8.9,58,1
18,1800,0,0,9,59,1
18,1900,0,0,9,61,1
18,2000,0,0,8.7,67,1
18,2100,0,0,10.2,61,1
18,2200,0,0,12.1,52,1
18,2300,0,0,13.8,44,1
19,0,0,0,14.7,38,1
19,100,0,0,15.7,34,1
19,200,0,0,16.1,32,1
19,300,0,0,17,32,1
19,400,0,0,17.4,34,3
19,500,0,0,17.9,34,1
19,600,0,0,17.700001,33,1
19,700,0,0,16.799999,32,1
19,800,0,0,14.8,31,2
19,900,0,0,13.5,36,1
19,1000,0,0,13.1,40,3
19,1100,0,0,12.6,44,3
19,1200,0,0,12.1,45,3
19,1300,0,0,12.1,44,4
19,1400,0,0,12.2,42,4
19,1500,0,0,12.1,45,4
19,1600,0.2,1,11.4,53,4
19,1700,0,0,11.6,55,4
19,1800,0,0,11.4,55,4
19,1900,0,0,11,55,4
19,2000,0,0,10.7,61,4
19,2100,0,0,10.9,58,4
19,2200,0,0,11.4,54,4
19,2300,0,0,12,50,4
20,0,0,0,12.1,50,4
20,100,0,0,12.7,49,4
20,200,0,0,14.6,46,4
20,300,0,0,16.1,43,4
20,400,0,0,16.700001,43,4
20,500,0,0,16.700001,44,4
20,600,0,0,16.4,43,4
20,700,0,0,15.3,44,4
20,800,0,0,14.3,41,4
20,900,0,0,13.6,43,4
20,1000,0,0,12.8,47,4
20,1100,0,0,12.1,50,1
20,1200,0,0,11.7,56,2
20,1300,0,0,11.3,62,3
20,1400,0,0,11.1,66,2
20,1500,0,0,10.6,66,3
20,1600,0,0,10.1,68,1
20,1700,0,0,9.5,70,2
20,1800,0,0,9,72,1
20,1900,0,0,8.7,75,1
20,2000,0,0,8.7,75,1
20,2100,0,0,9.9,71,1
20,2200,0,0,11.7,64,1
20,2300,0,0,13.2,59,1
21,0,0,0,14.6,51,1
21,100,0,0,16.1,45,1
21,200,0,0,16.9,39,1
21,300,0,0,18.1,37,1
21,400,0,0,18.299999,37,3
21,500,0,0,18.1,40,4
21,600,0,0,17.200001,45,4
21,700,0,0,17.200001,46,4
21,800,0,0,16.299999,52,4
21,900,0,0,14.8,56,4
21,1000,0,0,13.6,60,1
21,1100,0,0,12.9,63,1
21,1200,0,0,12.2,68,1
21,1300,0,0,11.9,71,1
21,1400,0,0,11.2,76,2
21,1500,0,0,10.8,77,3
21,1600,0,0,10.1,78,1
21,1700,0,0,9.7,78,1
21,1800,0,0,9.4,81,1
21,1900,0,0,9.4,84,1
21,2000,0,0,9.4,89,1
21,2100,0,0,10.7,82,1
21,2200,0,0,12.3,72,1
21,2300,0,0,14.1,63,1
22,0,0,0,16.1,54,1
22,100,0,0,17.9,41,1
22,200,0,0,19.5,32,1
22,300,0,0,20.4,29,1
22,400,0,0,20.9,26,1
22,500,0,0,21.299999,26,1
22,600,0,0,20.799999,30,2
22,700,0,0,19.700001,34,2
22,800,0,0,18.200001,34,1
22,900,0,0,16.4,37,1
22,1000,0,0,15.6,40,1
22,1100,0,0,14.8,44,1
22,1200,0,0,13.9,49,1
22,1300,0,0,13.3,53,1
22,1400,0,0,13,57,2
22,1500,0,0,12.2,60,2
22,1600,0,0,11.4,64,1
22,1700,0,0,10.6,67,1
22,1800,0,0,10.1,70,1
22,1900,0,0,9.7,73,1
22,2000,0,0,9.8,74,1
22,2100,0,0,11.2,66,1
22,2200,0,0,13.1,57,1
22,2300,0,0,15,48,1
23,0,0,0,17.1,39,1
23,100,0,0,18.700001,30,1
23,200,0,0,19.6,25,1
23,300,0,0,20.1,23,1
23,400,0,0,20.799999,22,1
23,500,0,0,21,24,1
23,600,0,0,20.5,23,1
23,700,0,0,19.299999,23,1
23,800,0,0,18,29,1
23,900,0,0,16.4,32,1
23,1000,0,0,15.4,35,1
23,1100,0,0,14.4,39,1
23,1200,0,0,13.4,42,1
23,1300,0,0,12.6,45,1
23,1400,0,0,11.7,48,2
23,1500,0,0,11.1,51,2
23,1600,0,0,10.6,53,1
23,1700,0,0,10.6,52,1
23,1800,0,0,9.9,54,1
23,1900,0,0,9.2,55,1
23,2000,0,0,9.3,60,1
23,2100,0,0,11,53,1
23,2200,0,0,13.4,44,3
23,2300,0,0,15.8,36,1
24,0,0,0,17.799999,31,1
24,100,0,0,18.9,29,1
24,200,0,0,19.4,30,4
24,300,0,0,20.200001,28,4
24,400,0,0,20,27,2
24,500,0,0,19.6,25,4
24,600,0,0,19.5,27,3
24,700,0,0,18.9,28,2
24,800,0,0,17.4,35,3
24,900,0,0,16.200001,36,3
24,1000,0,0,15.5,43,4
24,1100,0,0,14.6,45,2
24,1200,0,0,14,49,2
24,1300,0,0,14.6,53,3
24,1400,0,0,14.3,59,4
24,1500,0,0,14.4,57,3
24,1600,0,0,14.4,56,4
24,1700,0,0,14.1,55,4
24,1800,0,0,13.8,58,4
24,1900,0,0,13.6,62,4
24,2000,0,0,13.1,70,4
24,2100,0,0,14.3,70,4
24,2200,0,0,15.6,72,4
24,2300,0,0,16.5,73,4
25,0,0,0,17.299999,66,4
25,100,0,0,18.4,60,3
25,200,0,0,19.6,53,2
25,300,0,0,19.6,51,4
25,400,0,0,19.6,49,4
25,500,0,0,19.299999,47,4
25,600,0,0,19,44,4
25,700,0,0,18.5,45,4
25,800,0,0,17.799999,46,4
25,900,0,0,17.200001,51,4
25,1000,0,0,16.200001,61,4
25,1100,0,0,15.7,69,4
25,1200,0,0,15.3,68,4
25,1300,0,0,15.5,62,4
25,1400,0,0,15.4,60,4
25,1500,0.1,1,14.8,59,4
25,1600,0,0,14.2,55,4
25,1700,0,0,13.3,55,4
25,1800,0,0,12.6,55,3
25,1900,0,0,11.8,53,1
25,2000,0,0,11.7,44,1
25,2100,0,0,12.8,41,1
25,2200,0,0,14.3,37,1
25,2300,0,0,15.8,35,1
26,0,0,0,17,25,1
26,100,0,0,17.9,18,1
26,200,0,0,19,14,1
26,300,0,0,19.6,17,1
26,400,0,0,19.9,20,1
26,500,0,0,20.200001,23,1
26,600,0,0,19.299999,25,1
26,700,0,0,18.1,26,2
26,800,0,0,16.6,29,2
26,900,0,0,15.7,30,1
26,1000,0,0,15.3,32,2
26,1100,0,0,15,33,2
26,1200,0,0,14.2,37,2
26,1300,0,0,13.5,40,1
26,1400,0,0,12.8,44,3
26,1500,0,0,12.2,47,4
26,1600,0,0,11.6,49,1
26,1700,0,0,10.7,53,1
26,1800,0,0,10,57,1
26,1900,0,0,9.6,61,1
26,2000,0,0,9.4,68,1
26,2100,0,0,10.7,61,1
26,2200,0,0,12.7,52,1
26,2300,0,0,14.2,43,1
27,0,0,0,16.1,34,1
27,100,0,0,17.700001,27,1
27,200,0,0,18.700001,21,1
27,300,0,0,19,25,2
27,400,0,0,18.9,29,2
27,500,0,0,18.4,32,1
27,600,0,0,17.6,31,1
27,700,0,0,16.6,31,1
27,800,0,0,15.4,34,1
27,900,0,0,13.8,43,1
27,1000,0,0,12.8,52,1
27,1100,0,0,12.1,60,1
27,1200,0,0,11.6,65,1
27,1300,0,0,11.3,69,1
27,1400,0,0,11.1,71,2
27,1500,0,0,10.7,75,2
27,1600,0,0,10.5,77,1
27,1700,0,0,10.2,79,1
27,1800,0,0,10.1,79,1
27,1900,0,0,10.1,79,1
27,2000,0,0,10.8,73,3
27,2100,0,0,11.6,66,3
27,2200,0,0,13,58,3
27,2300,0,0,15,50,3
28,0,0,0,17.4,42,3
28,100,0,0,19.1,38,2
28,200,0,0,19.9,34,2
28,300,0,0,20,36,2
28,400,0,0,20.200001,37,3
28,500,0,0,19.799999,40,3
28,600,0,0,19.1,43,1
28,700,0,0,18,46,3
28,800,0,0,15.7,52,3
28,900,0,0,14.6,58,1
28,1000,0,0,14.1,62,1
28,1100,0,0,13.9,65,1
28,1200,0,0,13.4,67,1
28,1300,0,0,13,69,1
28,1400,0,0,13.1,68,1
28,1500,0,0,12.6,71,3
28,1600,0,0,12.2,73,3
28,1700,0,0,11.8,76,1
28,1800,0,0,11.2,77,1
28,1900,0,0,10.7,79,1
28,2000,0,0,11.2,78,1
28,2100,0,0,12.4,72,1
28,2200,0,0,13.9,63,1
28,2300,0,0,16,54,1
29,0,0,0,18.4,44,1
29,100,0,0,20.4,36,1
29,200,0,0,22.200001,26,1
29,300,0,0,22.799999,21,1
29,400,0,0,23.1,20,1
29,500,0,0,23.1,18,1
29,600,0,0,22.700001,20,1
29,700,0,0,22.1,23,1
29,800,0,0,21.200001,19,1
29,900,0,0,19.9,24,1
29,1000,0,0,19,29,1
29,1100,0,0,17.9,37,1
29,1200,0,0,17.1,44,1
29,1300,0,0,16.700001,49,1
29,1400,0,0,16,55,1
29,1500,0,0,15.9,57,2
29,1600,0,0,15.8,61,1
29,1700,0,0,15.5,63,1
29,1800,0,0,15.3,66,1
29,1900,0,0,15.1,68,1
29,2000,0,0,15.3,70,1
29,2100,0,0,16.700001,67,1
29,2200,0,0,18.1,63,1
29,2300,0,0,19.4,60,2
30,0,0,0,21.1,55,1
30,100,0,0,23.299999,48,1
30,200,0,0,25.5,41,1
30,300,0,0,27,35,1
30,400,0,0,27.299999,35,1
30,500,0,0,26.5,37,1
30,600,0,0,25.799999,41,1
30,700,0,0,24.299999,47,1
30,800,0,0,21.799999,54,1
30,900,0,0,20.200001,58,1
30,1000,0,0,18.9,63,1
30,1100,0,0,17.9,67,1
30,1200,0,0,17.1,71,1
30,1300,0,0,16.5,74,1
30,1400,0,0,16.1,78,4
30,1500,0,0,15.6,81,3
30,1600,0,0,15.2,83,4
30,1700,0,0,14.8,84,1
30,1800,0,0,14.5,85,1
30,1900,0,0,14.2,85,1
30,2000,0,0,14.1,85,1
30,2100,0,0,15.8,74,1
30,2200,0,0,17.9,58,1
30,2300,0,0,19.6,47,1
 Start : 20170501 ,,,,,,
1,0,0,0,21.200001,42,1
1,100,0,0,22.799999,37,1
1,200,0,0,24.299999,31,1
1,300,0,0,25.299999,26,1
1,400,0,0,26.700001,22,1
1,500,0,0,27.6,19,1
1,600,0,0,27.6,20,1
1,700,0,0,26.200001,26,1
1,800,0,0,24.200001,35,1
1,900,0,0,23,36,1
1,1000,0,0,21.799999,39,1
1,1100,0,0,20.9,42,1
1,1200,0,0,20,45,1
1,1300,0,0,19.200001,48,1
1,1400,0,0,18.799999,51,1
1,1500,0,0,17.799999,53,1
1,1600,0,0,17.200001,54,1
1,1700,0,0,16.700001,52,1
1,1800,0,0,16.4,55,1
1,1900,0,0,16.1,58,1
1,2000,0,0,16.1,55,1
1,2100,0,0,16.9,54,1
1,2200,0,0,18.299999,49,1
1,2300,0,0,19.799999,46,1
2,0,0,0,21.6,40,1
2,100,0,0,23.299999,35,4
2,200,0,0,25,31,4
2,300,0,0,26.1,30,4
2,400,0,0,26.700001,29,4
2,500,0,0,26.700001,30,4
2,600,0,0,26,32,4
2,700,0,0,24.700001,35,4
2,800,0,0,22.799999,35,4
2,900,0,0,21.6,36,4
2,1000,0,0,20.5,39,4
2,1100,0,0,19.9,40,3
2,1200,0,0,19.5,41,1
2,1300,0,0,18.9,45,1
2,1400,0,0,18.1,50,1
2,1500,0,0,17.4,53,4
2,1600,0,0,16.799999,57,4
2,1700,0,0,16.1,60,2
2,1800,0,0,15.6,62,1
2,1900,0,0,15.4,63,1
2,2000,0,0,15.6,63,1
2,2100,0,0,16.700001,57,1
2,2200,0,0,18.5,48,1
2,2300,0,0,20.200001,41,1
3,0,0,0,22.299999,36,1
3,100,0,0,24.299999,31,1
3,200,0,0,26.200001,27,1
3,300,0,0,27.6,25,1
3,400,0,0,28.5,23,1
3,500,0,0,29.299999,23,1
3,600,0,0,28.5,24,1
3,700,0,0,27.4,25,1
3,800,0,0,24.799999,33,1
3,900,0,0,22.299999,35,2
3,1000,0,0,21.4,36,1
3,1100,0,0,20.6,37,1
3,1200,0,0,19.799999,40,1
3,1300,0,0,19.1,44,1
3,1400,0,0,18.299999,49,1
3,1500,0,0,17.700001,52,1
3,1600,0,0,17.1,54,1
3,1700,0,0,16.9,56,1
3,1800,0,0,16.200001,58,1
3,1900,0,0,15.9,60,2
3,2000,0,0,17.200001,62,3
3,2100,0,0,18.299999,57,1
3,2200,0,0,20.1,50,1
3,2300,0,0,21.9,45,4
4,0,0,0,23.799999,42,4
4,100,0,0,24.700001,38,4
4,200,0,0,26,35,4
4,300,0,0,25.799999,37,4
4,400,0,0,26.799999,37,4
4,500,0,0,26.6,39,4
4,600,0,0,24.700001,43,4
4,700,0,0,23.9,45,4
4,800,0,0,22.799999,47,4
4,900,0,0,22.200001,47,4
4,1000,0,0,21.4,47,4
4,1100,0,0,21.299999,47,4
4,1200,0,0,20.9,50,4
4,1300,0,0,20.5,53,4
4,1400,0,0,20.200001,57,4
4,1500,0.1,0,20,60,4
4,1600,0,0,19.6,64,4
4,1700,0,0,19.4,67,4
4,1800,0,0,19.1,67,4
4,1900,0,0,18.799999,68,4
4,2000,0,0,18.9,72,4
4,2100,0,0,19.700001,67,4
4,2200,0,0,21.1,60,1
4,2300,0,0,22.299999,54,1
5,0,0,0,23.299999,51,1
5,100,0,0,24.299999,49,1
5,200,0,0,24.799999,47,2
5,300,0,0,25.200001,46,4
5,400,0,0,25.799999,43,2
5,500,0,0,26,42,2
5,600,0,0,24.799999,48,1
5,700,0,0,23.299999,56,1
5,800,0,0,20.9,64,1
5,900,0,0,18.799999,70,4
5,1000,0,0,18.4,75,3
5,1100,0,0,17.799999,79,4
5,1200,0,0,17.299999,78,4
5,1300,0,0,16.200001,75,4
5,1400,0,0,15.5,53,4
5,1500,0,0,14.5,40,3
5,1600,0,0,13.8,34,1
5,1700,0,0,13,30,1
5,1800,0,0,12.3,29,1
5,1900,0,0,11.3,32,1
5,2000,0,0,11.2,42,1
5,2100,0,0,12.9,39,1
5,2200,0,0,14.8,34,1
5,2300,0,0,16.200001,32,1
6,0,0,0,17.4,28,1
6,100,0,0,18.4,23,1
6,200,0,0,18.5,20,1
6,300,0,0,18.4,21,2
6,400,0,0,18.1,29,2
6,500,0,0,18.1,37,1
6,600,0,0,17.9,38,1
6,700,0,0,17.1,41,1
6,800,0,0,15.8,52,1
6,900,0,0,14.9,54,1
6,1000,0,0,14.6,54,1
6,1100,0,0,14.2,54,1
6,1200,0,0,13.8,54,1
6,1300,0,0,13.5,54,1
6,1400,0,0,13.4,54,2
6,1500,0,0,12.8,58,1
6,1600,0,0,12.7,62,1
6,1700,0,0,11.3,67,1
6,1800,0,0,11.3,72,1
6,1900,0,0,11.3,76,1
6,2000,0,0,11.7,75,1
6,2100,0,0,13.1,71,1
6,2200,0,0,14.7,67,1
6,2300,0,0,15.8,64,1
7,0,0,0,17.9,54,1
7,100,0,0,19.799999,42,1
7,200,0,0,21.1,26,1
7,300,0,0,21.4,26,1
7,400,0,0,21.6,24,1
7,500,0,0,21.4,23,1
7,600,0,0,21.200001,21,1
7,700,0,0,21.1,19,1
7,800,0,0,19.299999,20,1
7,900,0,0,17.700001,23,1
7,1000,0,0,16.799999,26,1
7,1100,0,0,16.299999,28,1
7,1200,0,0,15.8,32,1
7,1300,0,0,15.1,36,2
7,1400,0,0,14.3,41,3
7,1500,0,0,13.8,46,1
7,1600,0,0,13.4,50,1
7,1700,0,0,13.3,55,1
7,1800,0,0,13.1,57,1
7,1900,0,0,12.8,59,1
7,2000,0,0,13.3,56,2
7,2100,0,0,15,53,2
7,2200,0,0,16.6,52,2
7,2300,0,0,18.1,55,3
8,0,0,0,19.799999,54,1
8,100,0,0,21.4,50,4
8,200,0,0,22.700001,47,4
8,300,0,0,23,47,4
8,400,0,0,23.1,47,4
8,500,0,0,22.700001,45,4
8,600,0,0,21.700001,47,4
8,700,0,0,20.700001,47,4
8,800,0,0,20.4,43,4
8,900,0,0,19.799999,43,4
8,1000,0,0,19.6,42,4
8,1100,0,0,19.200001,44,4
8,1200,0,0,18.799999,43,4
8,1300,0,0,18.299999,43,4
8,1400,0,0,17.9,46,4
8,1500,0,0,17.5,46,4
8,1600,0,0,17,47,4
8,1700,0,0,16.799999,49,4
8,1800,0,0,16.5,52,4
8,1900,0,0,16.5,55,4
8,2000,0,0,15.8,56,4
8,2100,0,0,15.9,58,4
8,2200,0.2,1,16.1,60,4
8,2300,0.2,1,16.5,62,4
9,0,0.2,1,16.700001,60,4
9,100,0.2,1,17.299999,57,4
9,200,0,0,18.700001,48,4
9,300,0,0,19.4,44,4
9,400,0,0,20.700001,41,4
9,500,0,0,20.200001,43,4
9,600,0.2,1,18.700001,54,4
9,700,0.7,1,16.299999,71,4
9,800,0.6,1,15.4,83,4
9,900,0.3,1,15.5,84,4
9,1000,0.2,1,15.8,84,4
9,1100,0,0,16.1,84,4
9,1200,0,0,15.7,86,4
9,1300,0,0,15.2,86,4
