날짜,시간,강수량,강수형태,기온,습도,하늘상태
7,1600,0,0,5.8,65,4
7,1700,0,0,5.5,67,4
7,1800,0,0,5.4,67,4
7,1900,0,0,4.7,67,3
7,2000,0,0,4.3,67,4
7,2100,0,0,4.4,69,4
7,2200,0,0,4.4,70,3
7,2300,0,0,4.2,71,1
8,0,0,0,5.7,69,2
8,100,0,0,7.2,65,3
8,200,0,0,8.7,61,2
8,300,0,0,10.1,52,3
8,400,0,0,10.4,52,4
8,500,0,0,10.8,53,4
8,600,0,0,10,50,4
8,700,0,0,9.7,54,4
8,800,0,0,9.2,58,4
8,900,0,0,9,57,4
8,1000,0,0,8.3,60,4
8,1100,0.1,1,7.6,64,4
8,1200,0,0,6.7,65,4
8,1300,0.1,1,6.3,69,4
8,1400,0.2,1,5.3,75,4
8,1500,0,0,5.5,77,4
8,1600,0,0,5.3,75,4
8,1700,0,0,4.5,75,4
8,1800,0,0,4.4,73,4
8,1900,0,0,4,75,4
8,2000,0,0,3.7,74,4
8,2100,0,0,4,70,4
8,2200,0,0,3.9,72,4
8,2300,0,0,3.6,72,3
9,0,0,0,3.4,67,3
9,100,0,0,3.3,65,4
9,200,0,0,3.7,63,3
9,300,0,0,4.2,60,3
9,400,0,0,4.3,55,3
9,500,0,0,4.3,48,2
9,600,0,0,4,35,1
9,700,0,0,3.9,42,1
9,800,0,0,3.2,43,1
9,900,0,0,3.3,40,1
9,1000,0,0,2,46,1
9,1100,0,0,1.5,48,1
9,1200,0,0,0.7,52,1
9,1300,0,0,-0.2,54,1
9,1400,0,0,-0.9,56,1
9,1500,0,0,-0.9,60,1
9,1600,0,0,-1.5,62,1
9,1700,0,0,-1.6,61,1
9,1800,0,0,-1.9,59,1
9,1900,0,0,-2.2,60,1
9,2000,0,0,-2.6,61,1
9,2100,0,0,-2.9,60,1
9,2200,0,0,-3.5,63,1
9,2300,0,0,-3.7,64,1
10,0,0,0,-2.7,62,1
10,100,0,0,-1.5,56,1
10,200,0,0,-0.3,52,1
10,300,0,0,0.5,51,1
10,400,0,0,0.7,40,2
10,500,0,0,1.5,42,1
10,600,0,0,0.9,37,1
10,700,0,0,0.3,35,1
10,800,0,0,-0.7,34,1
10,900,0,0,-2.9,35,1
10,1000,0,0,-2.8,38,1
10,1100,0,0,-3.4,40,1
10,1200,0,0,-4.2,43,1
10,1300,0,0,-5,44,1
10,1400,0,0,-5.6,44,1
10,1500,0,0,-5.8,43,1
10,1600,0,0,-5.9,43,1
10,1700,0,0,-6.1,43,1
10,1800,0,0,-6.4,46,1
10,1900,0,0,-6.6,48,2
10,2000,0,0,-6.6,48,3
10,2100,0,0,-6.9,55,3
10,2200,0,0,-6.7,51,3
10,2300,0,0,-6.6,51,3
11,0,0,0,-6,48,1
11,100,0,0,-4,41,1
11,200,0,0,-2.4,38,1
11,300,0,0,-1,39,1
11,400,0,0,0,41,1
11,500,0,0,0.9,42,1
11,600,0,0,1.5,43,1
11,700,0,0,0.9,42,1
11,800,0,0,0.1,41,1
11,900,0,0,-0.8,43,1
11,1000,0,0,-1,46,1
11,1100,0,0,-1.1,52,1
11,1200,0,0,-1.1,54,2
11,1300,0,0,-0.5,54,4
11,1400,0,0,0,53,4
11,1500,0,0,0.3,55,4
11,1600,0,0,0.5,59,4
11,1700,0,0,0,70,4
11,1800,0,0,-0.3,78,4
11,1900,0,0,-1,80,1
11,2000,0,0,-1.1,81,1
11,2100,0,0,-0.4,71,2
11,2200,0,0,-0.7,67,3
11,2300,0,0,-1.6,66,2
12,0,0,0,-1.7,66,1
12,100,0,0,-0.6,55,1
12,200,0,0,0.4,45,3
12,300,0,0,1,41,1
12,400,0,0,1.6,39,1
12,500,0,0,1.6,36,1
12,600,0,0,1.5,32,1
12,700,0,0,0.9,31,1
12,800,0,0,-0.2,31,1
12,900,0,0,-1.9,35,1
12,1000,0,0,-2.4,36,1
12,1100,0,0,-3.2,38,1
12,1200,0,0,-3.8,42,1
12,1300,0,0,-4.2,45,1
12,1400,0,0,-4.7,45,1
12,1500,0,0,-4.8,47,1
12,1600,0,0,-4.9,47,1
12,1700,0,0,-5,47,1
12,1800,0,0,-4.8,43,1
12,1900,0,0,-5.2,41,1
12,2000,0,0,-5.6,41,1
12,2100,0,0,-5.5,40,2
12,2200,0,0,-5.3,41,3
12,2300,0,3,-5.1,38,3
13,0,0.1,3,-5.5,48,4
13,100,0.1,3,-6.1,58,4
13,200,0.2,3,-6.2,67,4
13,300,0,0,-4.5,63,2
13,400,0,0,-3,54,1
13,500,0,0,-2.2,44,1
13,600,0,0,-1.9,39,1
13,700,0,0,-1.7,38,1
13,800,0,0,-2.2,41,1
13,900,0,0,-3.1,46,1
13,1000,0,0,-3.9,47,1
13,1100,0,0,-5.8,45,1
13,1200,0,0,-7,50,1
13,1300,0,0,-7.3,50,1
13,1400,0,0,-7.3,49,1
13,1500,0,0,-7.3,48,1
13,1600,0,0,-7.3,46,1
13,1700,0,0,-7.5,45,1
13,1800,0,0,-7.6,44,1
13,1900,0,0,-7.9,46,1
13,2000,0,0,-8.2,47,1
13,2100,0,0,-7.9,49,1
13,2200,0,0,-8.5,48,1
13,2300,0,0,-9.2,43,1
14,0,0,0,-9.3,40,1
14,100,0,0,-8.4,35,1
14,200,0,0,-7.5,31,1
14,300,0,0,-6.6,29,1
14,400,0,0,-5.9,28,1
14,500,0,0,-5.2,28,1
14,600,0,0,-4.9,25,1
14,700,0,0,-5.1,29,1
14,800,0,0,-5.7,31,1
14,900,0,0,-6.3,32,1
14,1000,0,0,-6.5,33,1
14,1100,0,0,-6.7,34,1
14,1200,0,0,-6.9,35,1
14,1300,0,0,-7.2,34,1
14,1400,0,0,-7.6,35,1
14,1500,0,0,-7.9,38,1
14,1600,0,0,-8.1,40,1
14,1700,0,0,-8.3,41,1
14,1800,0,0,-8.6,43,1
14,1900,0,0,-8.6,44,1
14,2000,0,0,-8.7,46,1
14,2100,0,0,-8.8,48,1
14,2200,0,0,-9,50,1
14,2300,0,0,-9.3,51,1
15,0,0,0,-8,50,1
15,100,0,0,-6.5,43,1
15,200,0,0,-5.4,37,1
15,300,0,0,-4.4,34,1
15,400,0,0,-3.3,30,1
15,500,0,0,-2.5,28,1
15,600,0,0,-1.9,26,1
15,700,0,0,-1.1,27,1
15,800,0,0,-1.4,30,1
15,900,0,0,-1.6,35,1
15,1000,0,0,-2.4,37,1
15,1100,0,0,-2.9,41,1
15,1200,0,0,-3.3,41,1
15,1300,0,0,-3.6,41,1
15,1400,0,0,-4.1,43,1
15,1500,0,0,-4.2,44,1
15,1600,0,0,-4.5,43,1
15,1700,0,0,-4.9,44,1
15,1800,0,0,-5.3,44,1
15,1900,0,0,-5.7,45,1
15,2000,0,0,-6.1,47,1
15,2100,0,0,-6.7,47,1
15,2200,0,0,-7.2,49,1
15,2300,0,0,-7.6,51,1
16,0,0,0,-6.7,50,1
16,100,0,0,-4.7,44,1
16,200,0,0,-3.2,38,1
16,300,0,0,-1.8,35,1
16,400,0,0,-0.3,29,1
16,500,0,0,1.1,24,1
16,600,0,0,2,19,1
16,700,0,0,2.5,20,1
16,800,0,0,2.1,22,1
16,900,0,0,0.8,26,1
16,1000,0,0,0,32,1
16,1100,0,0,-0.5,39,1
16,1200,0,0,-0.8,44,1
16,1300,0,0,-1.4,45,1
16,1400,0,0,-1.9,45,1
16,1500,0,0,-2.5,45,1
16,1600,0,0,-2.9,45,1
16,1700,0,0,-3.2,46,2
16,1800,0,0,-3.6,45,2
16,1900,0,0,-3.9,47,1
16,2000,0,0,-4.2,49,1
16,2100,0,0,-3.9,45,1
16,2200,0,0,-4.7,50,4
16,2300,0,0,-5.1,49,2
17,0,0,0,-4.3,47,2
17,100,0,0,-2.8,43,2
17,200,0,0,-1.6,40,1
17,300,0,0,0,36,1
17,400,0,0,1.6,31,2
17,500,0,0,2.5,28,1
17,600,0,0,3.3,27,1
17,700,0,0,3.2,30,1
17,800,0,0,2.5,35,1
17,900,0,0,1.2,45,2
17,1000,0,0,0.8,48,2
17,1100,0,0,0.5,53,3
17,1200,0,0,0.2,61,4
17,1300,0,0,0,66,3
17,1400,0,0,0.1,69,3
17,1500,0,0,0.4,68,4
17,1600,0,0,0.5,67,4
17,1700,0,0,0.5,67,4
17,1800,0,0,-0.2,68,3
17,1900,0,0,-0.8,70,2
17,2000,0,0,-1,70,1
17,2100,0,0,-1.9,75,1
17,2200,0,0,-2.2,74,1
17,2300,0,0,-2.2,72,2
18,0,0,0,-1.3,69,4
18,100,0,0,-0.1,66,2
18,200,0,0,1.2,61,2
18,300,0,0,1.6,60,4
18,400,0,0,1.3,66,4
18,500,0,0,2,68,4
18,600,0,0,4,55,4
18,700,0,0,3.1,62,4
18,800,0,0,2.7,61,3
18,900,0,0,2.4,62,3
18,1000,0,0,1.7,63,2
18,1100,0,0,0.9,65,1
18,1200,0,0,0.4,66,1
18,1300,0,0,0.1,67,1
18,1400,0,0,-0.2,68,1
18,1500,0,0,-0.6,69,3
18,1600,0,0,-1.1,69,4
18,1700,0,0,-1.4,69,4
18,1800,0,0,-1.9,69,4
18,1900,0,0,-2.4,70,4
18,2000,0,0,-2.7,71,4
18,2100,0,0,-3.3,72,4
18,2200,0,0,-3.4,74,4
18,2300,0,0,-3.4,76,4
19,0,0,0,-2.4,75,2
19,100,0,0,-0.9,68,1
19,200,0,0,0.2,59,1
19,300,0,0,1.4,50,2
19,400,0,0,2.8,45,3
19,500,0,0,3.6,41,2
19,600,0,0,4,35,1
19,700,0,0,4.2,38,1
19,800,0,0,2.6,39,2
19,900,0,0,0.9,48,3
19,1000,0,0,0.7,50,4
19,1100,0,0,0.2,52,4
19,1200,0,0,0.2,54,4
19,1300,0,0,-0.1,57,3
19,1400,0,0,0,58,4
19,1500,0,0,0.2,60,4
19,1600,0,0,-0.2,61,4
19,1700,0,0,-0.4,60,4
19,1800,0.2,3,-1.8,73,4
19,1900,0.5,3,-2.5,83,4
19,2000,0.4,3,-2.4,84,4
19,2100,0.3,3,-2.6,83,4
19,2200,0.2,3,-2.7,83,4
19,2300,0.2,3,-3,81,4
20,0,0,0,-3.1,78,4
20,100,0,0,-3.2,70,4
20,200,0,0,-3.1,66,3
20,300,0,0,-3.2,60,3
20,400,0,0,-3.3,58,2
20,500,0,0,-2.6,55,1
20,600,0,0,-2.3,52,1
20,700,0,0,-2.1,51,1
20,800,0,0,-2.4,51,1
20,900,0,0,-1.9,50,1
20,1000,0,0,-3.3,56,1
20,1100,0,0,-4,57,1
20,1200,0,0,-4.7,57,1
20,1300,0,0,-5.4,60,2
20,1400,0,0,-6,63,3
20,1500,0,0,-6.4,64,3
20,1600,0,0,-6.6,64,3
20,1700,0,0,-6.9,64,4
20,1800,0,0,-7,65,3
20,1900,0,0,-7.5,64,4
20,2000,0,0,-7.9,65,4
20,2100,0,0,-8.2,68,3
20,2200,0,0,-8.2,69,3
20,2300,0,0,-7.8,69,4
21,0,0,0,-7,68,3
21,100,0,0,-5.5,65,3
21,200,0,0,-3.9,61,4
21,300,0,0,-3,63,4
21,400,0,0,-1.7,61,3
21,500,0,0,-1.6,63,4
21,600,0.2,3,-1.7,68,4
21,700,0.2,3,-1.9,74,4
21,800,0.3,3,-2,78,4
21,900,0.1,3,-2.2,80,4
21,1000,0,0,-2.1,78,3
21,1100,0,0,-2.1,76,1
21,1200,0,0,-2.3,73,2
21,1300,0,0,-2.8,75,2
21,1400,0,0,-2.6,72,4
21,1500,0.2,3,-2.1,77,4
21,1600,0,0,-3.2,62,3
21,1700,0,0,-4.7,53,1
21,1800,0,0,-5.9,47,1
21,1900,0,0,-6.6,47,1
21,2000,0,0,-7,48,1
21,2100,0,0,-7.8,48,1
21,2200,0,0,-8.2,51,1
21,2300,0,0,-8.4,53,1
22,0,0,0,-8.1,53,3
22,100,0,0,-7.6,51,1
22,200,0,0,-7.1,51,1
22,300,0,0,-6.5,51,1
22,400,0,0,-5.6,49,1
22,500,0,0,-4.9,48,1
22,600,0,0,-4.7,47,1
22,700,0,0,-4.8,44,1
22,800,0,0,-5.5,44,1
22,900,0,0,-5.9,40,1
22,1000,0,0,-7.1,46,1
22,1100,0,0,-7.9,50,1
22,1200,0,0,-8.6,54,1
22,1300,0,0,-9,56,1
22,1400,0,0,-9.5,57,1
22,1500,0,0,-9.7,57,1
22,1600,0,0,-9.6,58,1
22,1700,0,0,-9.7,58,1
22,1800,0,0,-10,57,1
22,1900,0,0,-10.3,58,1
22,2000,0,0,-10.6,58,1
22,2100,0,0,-9.9,50,1
22,2200,0,0,-11,56,1
22,2300,0,0,-11.4,58,1
23,0,0,0,-10.5,59,1
23,100,0,0,-9.2,52,1
23,200,0,0,-8.3,48,1
23,300,0,0,-7.5,44,1
23,400,0,0,-6.3,42,1
23,500,0,0,-5.2,40,1
23,600,0,0,-4.4,37,1
23,700,0,0,-4.2,37,1
23,800,0,0,-4.5,37,1
23,900,0,0,-4.9,35,1
23,1000,0,0,-5.9,45,1
23,1100,0,0,-6.1,49,1
23,1200,0,0,-6.2,50,1
23,1300,0,0,-6.9,53,1
23,1400,0,0,-7.2,57,1
23,1500,0,0,-7.6,60,1
23,1600,0,0,-8.1,62,1
23,1700,0,0,-8.7,62,1
23,1800,0,0,-9.1,63,1
23,1900,0,0,-9.6,64,1
23,2000,0,0,-10,65,1
23,2100,0,0,-9.6,63,1
23,2200,0,0,-9.9,63,1
23,2300,0,0,-10.1,64,1
24,0,0,0,-8.7,61,1
24,100,0,0,-6.5,53,1
24,200,0,0,-4.9,45,1
24,300,0,0,-3.8,40,1
24,400,0,0,-2.9,32,1
24,500,0,0,-2.1,33,1
24,600,0,0,-1.7,31,1
24,700,0,0,-1.3,31,1
24,800,0,0,-1.5,32,1
24,900,0,0,-2.9,30,1
24,1000,0,0,-3.7,41,1
24,1100,0,0,-4,45,1
24,1200,0,0,-4.3,48,1
24,1300,0,0,-4.7,51,1
24,1400,0,0,-5.2,54,1
24,1500,0,0,-5.9,56,1
24,1600,0,0,-6.6,58,1
24,1700,0,0,-7.1,61,1
24,1800,0,0,-7.5,62,1
24,1900,0,0,-7.7,63,1
24,2000,0,0,-7.8,65,1
24,2100,0,0,-7.5,65,1
24,2200,0,0,-8.1,66,1
24,2300,0,0,-8.5,66,1
25,0,0,0,-7.3,64,1
25,100,0,0,-5.3,57,1
25,200,0,0,-3.5,50,1
25,300,0,0,-2,44,1
25,400,0,0,-0.7,41,1
25,500,0,0,0,38,1
25,600,0,0,1,35,1
25,700,0,0,0.4,38,1
25,800,0,0,-0.1,39,1
25,900,0,0,-1,50,1
25,1000,0,0,-1.7,52,1
25,1100,0,0,-2.3,53,1
25,1200,0,0,-2.7,53,1
25,1300,0,0,-3.1,56,1
25,1400,0,0,-3.5,60,1
25,1500,0,0,-4,64,1
25,1600,0,0,-4.3,66,1
25,1700,0,0,-4.9,68,1
25,1800,0,0,-5.1,70,1
25,1900,0,0,-5.5,71,1
25,2000,0,0,-5.8,72,1
25,2100,0,0,-5.6,73,1
25,2200,0,0,-5.9,74,1
25,2300,0,0,-5.9,75,3
26,0,0,0,-5,73,3
26,100,0,0,-3.5,66,4
26,200,0,0,-2.3,63,4
26,300,0,0,-1.1,61,4
26,400,0,0,0.1,62,4
26,500,0,0,1.3,62,4
26,600,0,0,2,64,4
26,700,0,0,2.5,67,4
26,800,0,0,2.9,69,4
26,900,0,0,2.8,70,4
26,1000,0,0,3,70,4
26,1100,0,0,3.3,70,4
26,1200,0,0,3.6,69,4
26,1300,0,0,3.3,73,4
26,1400,0,0,3.3,75,4
26,1500,0.2,2,3.3,80,4
26,1600,3.2,1,3.3,85,4
26,1700,0.9,1,3,84,4
26,1800,0,0,1.6,80,4
26,1900,0,0,0,76,4
26,2000,0,0,-1.4,70,4
26,2100,0,0,-1.9,64,3
26,2200,0,0,-2.8,61,1
26,2300,0,0,-3.4,61,1
27,0,0,0,-3.3,62,1
27,100,0,0,-2.9,56,1
27,200,0,0,-2.2,50,1
27,300,0,0,-1.8,46,1
27,400,0,0,-1.2,42,1
27,500,0,0,-0.7,39,1
27,600,0,0,0,30,1
27,700,0,0,0,34,1
27,800,0,0,-0.1,33,1
27,900,0,0,-0.9,37,1
27,1000,0,0,-1.3,40,1
27,1100,0,0,-1.8,42,1
27,1200,0,0,-2.5,47,3
27,1300,0,0,-2.7,49,4
27,1400,0,0,-3.3,52,1
27,1500,0,0,-3.6,53,1
27,1600,0,0,-4.1,54,1
27,1700,0,0,-4.7,54,1
27,1800,0,0,-5.2,53,1
27,1900,0,0,-5.4,52,1
27,2000,0,0,-5.6,53,2
27,2100,0,0,-5.5,56,2
27,2200,0,0,-5.7,56,3
27,2300,0,0,-6,57,3
28,0,0,0,-4.9,53,3
28,100,0,0,-3.4,46,2
28,200,0,0,-2,41,1
28,300,0,0,-0.9,35,1
28,400,0,0,0.8,29,1
28,500,0,0,2.4,26,1
28,600,0,0,3.1,23,3
28,700,0,0,3.7,23,4
28,800,0,0,4.1,25,4
28,900,0,0,4,20,4
28,1000,0,0,2.8,30,4
28,1100,0,0,2.7,34,4
28,1200,0,0,2.6,37,4
28,1300,0,0,2.5,36,4
28,1400,0,0,2.4,35,4
28,1500,0,0,2.4,35,4
28,1600,0,0,2.2,35,4
28,1700,0,0,2,35,4
28,1800,0,0,1.8,36,4
28,1900,0,0,2.1,37,4
28,2000,0,0,2.4,37,4
28,2100,0,0,2.4,42,4
28,2200,0,0,2.3,46,4
28,2300,0,0,2.3,49,4
29,0,0,0,2.6,52,4
29,100,0,0,2.5,57,4
29,200,0.1,3,2.2,64,4
29,300,0.2,3,0.7,79,4
29,400,0.3,3,0.6,86,4
29,500,0.3,2,0.4,89,4
29,600,0.2,3,0.5,89,4
29,700,0.7,3,0.5,90,4
29,800,0.3,3,0.8,91,4
29,900,0.5,3,1,90,4
29,1000,0.7,3,0.8,90,4
29,1100,0.4,3,0.8,87,4
29,1200,0.5,3,0.7,84,4
29,1300,0.2,3,0.7,84,4
29,1400,0.3,3,0.8,83,4
29,1500,0,0,0.7,80,4
29,1600,0,0,0.2,81,4
29,1700,0,0,-0.1,82,4
29,1800,0,0,-0.6,84,3
29,1900,0,0,-1.1,80,3
29,2000,0,0,-2.1,76,4
29,2100,0,0,-3.1,76,3
29,2200,0,0,-4.2,73,3
29,2300,0,0,-5.1,69,3
30,0,0,0,-5.8,65,3
30,100,0,0,-5.5,61,1
30,200,0,0,-5.1,57,2
30,300,0,0,-4.4,54,2
30,400,0,0,-4.2,42,3
30,500,0,0,-2.9,48,1
30,600,0,0,-2.5,44,1
30,700,0,0,-2.5,43,1
30,800,0,0,-2.8,42,1
30,900,0,0,-3.9,35,1
30,1000,0,0,-4.1,45,1
30,1100,0,0,-4.5,48,1
30,1200,0,0,-5,51,1
30,1300,0,0,-5.4,51,1
30,1400,0,0,-5.6,51,1
30,1500,0,0,-5.8,49,1
30,1600,0,0,-6.2,51,1
30,1700,0,0,-6.8,52,1
30,1800,0,0,-7.2,55,1
30,1900,0,0,-7.5,57,1
30,2000,0,0,-7.8,57,2
30,2100,0,0,-7.6,59,2
30,2200,0,0,-7.7,59,1
30,2300,0,0,-7.7,58,1
31,0,0,0,-6.6,56,3
31,100,0,0,-5.1,49,2
31,200,0,0,-4,42,2
31,300,0,0,-3.9,30,3
31,400,0,0,-2.9,28,2
31,500,0,0,-1.1,29,2
31,600,0,0,-0.9,25,3
31,700,0,0,-0.4,26,1
31,800,0,0,-0.4,28,3
31,900,0,0,-1.2,34,2
31,1000,0,0,-1.6,38,3
31,1100,0,0,-2,42,3
31,1200,0,0,-2.3,47,3
31,1300,0,0,-2.8,48,2
31,1400,0,0,-3.1,47,1
31,1500,0,0,-3.5,47,1
31,1600,0,0,-3.4,49,2
31,1700,0,0,-3.8,53,1
31,1800,0,0,-3.6,56,3
31,1900,0,0,-3.5,58,4
31,2000,0,0,-3.3,61,4
31,2100,0,0,-3.6,65,4
31,2200,0,0,-3.8,66,4
31,2300,0,0,-3.3,66,1
 Start : 20170201 ,,,,,,
1,0,0,0,-2.3,62,1
1,100,0,0,-1.3,54,1
1,200,0,0,-0.9,44,1
1,300,0,0,-1,37,1
1,400,0,0,-0.2,33,1
1,500,0,0,0.3,31,1
1,600,0,0,0.3,30,1
1,700,0,0,0,32,1
1,800,0,0,-0.6,34,1
1,900,0,0,-2.9,30,1
1,1000,0,0,-2.6,36,1
1,1100,0,0,-3.3,37,1
1,1200,0,0,-4.3,38,1
1,1300,0,0,-5.1,40,1
1,1400,0,0,-5.5,42,1
1,1500,0,0,-5.4,42,1
1,1600,0,0,-5.6,43,1
1,1700,0,0,-5.7,44,1
1,1800,0,0,-5.9,45,1
1,1900,0,0,-6,48,1
1,2000,0,0,-6.1,49,1
1,2100,0,0,-5.9,50,1
1,2200,0,0,-7.2,50,1
1,2300,0,0,-7.3,50,1
2,0,0,0,-5.9,45,1
2,100,0,0,-3.8,41,1
2,200,0,0,-2.2,41,1
2,300,0,0,-0.6,40,1
2,400,0,0,0.8,46,1
2,500,0,0,1.9,52,1
2,600,0,0,2.4,55,1
2,700,0,0,2.8,57,1
2,800,0,0,2.7,61,1
2,900,0,0,2,60,1
2,1000,0,0,1.3,70,1
2,1100,0,0,1.3,73,2
2,1200,0,0,1.6,75,2
2,1300,0,0,2,77,3
2,1400,0,0,2,78,2
2,1500,0,0,1.5,79,2
2,1600,0,0,1.7,80,3
2,1700,0,0,1.9,79,4
2,1800,0,0,1.8,80,4
2,1900,0,0,0.8,80,3
2,2000,0,0,0.5,81,2
2,2100,0,0,0.1,81,2
2,2200,0,0,-0.4,81,2
2,2300,0,0,-0.9,82,1
3,0,0,0,0,80,1
3,100,0,0,1.4,73,1
3,200,0,0,2.4,67,1
3,300,0,0,3.1,64,1
3,400,0,0,4.2,59,1
3,500,0,0,5,55,1
3,600,0,0,5.4,53,1
3,700,0,0,5.7,54,1
3,800,0,0,5.6,56,1
3,900,0,0,4.4,56,1
3,1000,0,0,3.6,62,1
3,1100,0,0,3,67,1
3,1200,0,0,2.6,70,1
3,1300,0,0,2.2,74,1
3,1400,0,0,1.7,77,1
3,1500,0,0,1.3,79,1
3,1600,0,0,0.7,81,1
3,1700,0,0,0.1,83,1
3,1800,0,0,-0.2,84,1
3,1900,0,0,-0.6,84,1
3,2000,0,0,-1.1,85,1
3,2100,0,0,-1,84,1
3,2200,0,0,-1.1,84,1
3,2300,0,0,-1,86,1
4,0,0,0,0.2,84,1
4,100,0,0,1.2,77,3
4,200,0,0,1.7,71,4
