날짜,시간,강수량,강수형태,기온,습도,하늘상태
10,2100,0,0,-11.9,58,1
10,2200,0,0,-11.9,57,1
10,2300,0,0,-11.1,54,1
11,0,0,0,-10.4,49,1
11,100,0,0,-9.8,45,1
11,200,0,0,-9.4,45,1
11,300,0,0,-8.7,43,1
11,400,0,0,-7.9,43,1
11,500,0,0,-7.9,43,1
11,600,0,0,-8.7,43,1
11,700,0,0,-9.8,44,1
11,800,0,0,-10.5,48,1
11,900,0,0,-11.1,50,1
11,1000,0,0,-11.8,53,1
11,1100,0,0,-12.6,55,1
11,1200,0,0,-12.7,56,1
11,1300,0,0,-12.6,55,1
11,1400,0,0,-12.5,55,1
11,1500,0,0,-12.6,53,1
11,1600,0,0,-13,51,1
11,1700,0,0,-13,52,1
11,1800,0,0,-13.4,53,1
11,1900,0,0,-13.8,55,1
11,2000,0,0,-13.4,55,1
11,2100,0,0,-13.7,55,1
11,2200,0,0,-13.8,55,1
11,2300,0,0,-12.3,54,1
12,0,0,0,-11.3,48,1
12,100,0,0,-10.3,43,1
12,200,0,0,-9.6,39,1
12,300,0,0,-8.5,36,1
12,400,0,0,-7.3,33,1
12,500,0,0,-7,31,1
12,600,0,0,-6.3,30,1
12,700,0,0,-6.8,30,1
12,800,0,0,-7.5,33,1
12,900,0,0,-7.5,38,1
12,1000,0,0,-6.4,40,4
12,1100,0,0,-5.9,42,4
12,1200,0,0,-5.8,43,4
12,1300,0,0,-5.7,44,4
12,1400,0,0,-5.7,46,4
12,1500,0,0,-5.9,51,4
12,1600,0,0,-6.1,53,4
12,1700,0,0,-6.4,58,4
12,1800,0,0,-6.2,61,4
12,1900,0,0,-6,63,4
12,2000,0.2,3,-6.6,70,4
12,2100,0.2,3,-6.6,75,4
12,2200,0.1,3,-6.5,78,4
12,2300,0.2,3,-6.3,81,4
13,0,0.1,3,-5.6,78,4
13,100,0.2,3,-4.8,77,4
13,200,0,0,-4,75,4
13,300,0,0,-3.3,71,4
13,400,0,0,-2.9,69,4
13,500,0,0,-2.5,67,4
13,600,0,0,-1.7,67,4
13,700,0,0,-1.7,67,4
13,800,0,0,-1.7,66,1
13,900,0,0,-2.2,71,2
13,1000,0,0,-2.6,76,1
13,1100,0,0,-3,80,1
13,1200,0,0,-3.1,81,1
13,1300,0,0,-3.2,82,1
13,1400,0,0,-2.8,84,3
13,1500,0,0,-2.6,83,4
13,1600,0,0,-2.8,81,4
13,1700,0,0,-3.3,81,3
13,1800,0,0,-3.5,83,1
13,1900,0,0,-3.4,85,2
13,2000,0,0,-3.2,83,2
13,2100,0,0,-3.3,83,2
13,2200,0,0,-3,82,4
13,2300,0,0,-2,79,4
14,0,0,0,-1.2,75,4
14,100,0,0,-0.1,70,4
14,200,0,0,0.7,66,4
14,300,0,0,2.9,60,3
14,400,0,0,3.7,57,3
14,500,0,0,4.7,54,4
14,600,0,0,4.6,55,3
14,700,0,0,4.3,58,4
14,800,0,0,3.4,60,4
14,900,0,0,3.3,60,4
14,1000,0,0,3.2,61,4
14,1100,0,0,3.4,61,4
14,1200,0,0,3.3,64,4
14,1300,0,0,3.5,65,4
14,1400,0,0,3.3,68,4
14,1500,0,0,3.5,70,4
14,1600,0,0,3.8,73,4
14,1700,0,0,4.4,76,4
14,1800,0,0,4.8,79,4
14,1900,0,0,5.4,81,4
14,2000,0.2,1,4.8,87,4
14,2100,0,0,4.4,91,4
14,2200,0,0,3.6,94,2
14,2300,0,0,4.2,94,2
15,0,0,0,4.7,87,2
15,100,0,0,5.4,78,3
15,200,0,0,6,69,1
15,300,0,0,5.6,61,2
15,400,0,0,6.5,49,4
15,500,0,0,6.4,42,4
15,600,0,0,7,43,4
15,700,0,0,6,49,3
15,800,0,0,4.7,55,4
15,900,0,0,4.5,59,4
15,1000,0,0,4.3,63,4
15,1100,0,0,4.1,66,4
15,1200,0,0,3.5,68,4
15,1300,0,0,3.1,70,4
15,1400,0,0,2.3,72,3
15,1500,0,0,1.3,74,1
15,1600,0,0,0.9,77,1
15,1700,0,0,1.2,77,4
15,1800,0,0,1.2,76,4
15,1900,0,0,1.3,75,4
15,2000,0,0,1.2,77,4
15,2100,0,0,1.3,76,4
15,2200,0,0,1.5,74,4
15,2300,0,0,2.2,72,4
16,0,0,0,2.9,67,4
16,100,0,0,3.5,63,4
16,200,0,0,4.3,58,4
16,300,0,0,5.6,55,4
16,400,0,0,5.8,56,4
16,500,0,0,6.3,58,4
16,600,0,0,5.3,68,4
16,700,0.1,1,4.9,70,4
16,800,0.1,1,4.2,73,4
16,900,0,0,4.4,73,4
16,1000,0,0,4.6,71,4
16,1100,0,0,4.5,71,4
16,1200,0,0,4.4,74,4
16,1300,0,0,4.2,76,4
16,1400,0,0,4.1,78,4
16,1500,0,0,3.7,80,4
16,1600,0,0,3.3,80,4
16,1700,0,0,3.3,80,4
16,1800,0,0,3.3,80,4
16,1900,0,0,3.4,81,4
16,2000,0,0,2.9,81,4
16,2100,0,0,2.9,82,4
16,2200,0,0,3.2,83,4
16,2300,0,0,4.1,82,2
17,0,0,0,4.9,76,2
17,100,0,0,5.7,70,2
17,200,0,0,6.8,65,2
17,300,0,0,7.1,65,3
17,400,0,0,7.9,64,2
17,500,0,0,8.2,63,1
17,600,0,0,7.8,63,1
17,700,0,0,6.5,64,2
17,800,0,0,5.6,64,4
17,900,0,0,4.5,68,3
17,1000,0,0,3.8,72,4
17,1100,0,0,3.5,74,4
17,1200,0,0,3.5,75,4
17,1300,0,0,3.4,77,4
17,1400,0,0,3.9,77,4
17,1500,0,0,3.9,78,4
17,1600,0,0,4,79,4
17,1700,0,0,4.1,81,4
17,1800,0,0,3.5,84,4
17,1900,0,0,3,85,4
17,2000,0,0,1.5,87,1
17,2100,0,0,1,88,3
17,2200,0,0,0.9,88,4
17,2300,0,0,1.4,86,4
18,0,0,0,1.9,80,4
18,100,0,0,2.7,74,4
18,200,0,0,3.4,67,4
18,300,0,0,4,54,4
18,400,0,0,4.5,43,4
18,500,0,0,4.3,37,4
18,600,0,0,3.6,39,4
18,700,0,0,2.9,44,4
18,800,0,0,3,40,4
18,900,0,0,2.4,41,4
18,1000,0,0,1.9,43,4
18,1100,0,0,1.6,45,4
18,1200,0,0,1.4,48,4
18,1300,0,0,1.1,49,4
18,1400,0,0,0.6,52,4
18,1500,0,0,0.4,52,4
18,1600,0,0,0.2,53,4
18,1700,0,0,0.1,52,4
18,1800,0,0,-0.3,52,4
18,1900,0,0,-0.8,53,4
18,2000,0,0,-0.7,56,4
18,2100,0,0,-1.2,58,3
18,2200,0,0,-1.3,58,3
18,2300,0,0,-0.1,53,2
19,0,0,0,1.2,45,1
19,100,0,0,2,40,1
19,200,0,0,3.1,39,1
19,300,0,0,3.9,36,1
19,400,0,0,4.5,34,1
19,500,0,0,4.5,31,1
19,600,0,0,3.7,40,1
19,700,0,0,4,42,1
19,800,0,0,3.5,51,2
19,900,0,0,2.7,56,1
19,1000,0,0,2.3,60,1
19,1100,0,0,2,63,1
19,1200,0,0,1.4,67,1
19,1300,0,0,0.6,70,1
19,1400,0,0,0,74,1
19,1500,0,0,-0.2,76,1
19,1600,0,0,-0.3,78,2
19,1700,0,0,-0.2,79,3
19,1800,0,0,-0.1,78,3
19,1900,0,0,-0.1,76,3
19,2000,0,0,0.6,75,4
19,2100,0,0,0.6,76,4
19,2200,0,0,0.8,77,4
19,2300,0,0,1.6,75,3
20,0,0,0,2.7,71,3
20,100,0,0,4.1,67,1
20,200,0,0,4.9,66,2
20,300,0,0,5.7,63,3
20,400,0,0,6.2,60,4
20,500,0,0,6.3,53,3
20,600,0,0,6.3,51,3
20,700,0,0,5.7,55,1
20,800,0,0,4.6,55,1
20,900,0,0,3.6,61,1
20,1000,0,0,3.2,64,1
20,1100,0,0,2.6,59,1
20,1200,0,0,2.1,58,1
20,1300,0,0,1.3,59,1
20,1400,0,0,0.9,60,1
20,1500,0,0,0.2,59,1
20,1600,0,0,-0.4,57,1
20,1700,0,0,-1.1,57,1
20,1800,0,0,-1.5,59,1
20,1900,0,0,-1.9,62,1
20,2000,0,0,-1.8,61,1
20,2100,0,0,-2.2,61,1
20,2200,0,0,-2.3,60,1
20,2300,0,0,-1.1,58,1
21,0,0,0,0.7,49,1
21,100,0,0,2.1,40,1
21,200,0,0,3.4,32,1
21,300,0,0,4.4,28,1
21,400,0,0,5,26,1
21,500,0,0,5.1,24,1
21,600,0,0,4.7,23,1
21,700,0,0,3.8,23,1
21,800,0,0,2.7,27,3
21,900,0,0,1.9,30,1
21,1000,0,0,1.6,33,3
21,1100,0,0,1.3,36,4
21,1200,0,0,1.1,38,4
21,1300,0,0,1.2,39,4
21,1400,0,0,1.2,41,4
21,1500,0,0,0.9,44,4
21,1600,0,0,0.7,44,4
21,1700,0,0,0.8,45,4
21,1800,0,0,0.6,46,4
21,1900,0,0,0.5,46,4
21,2000,0,0,0.2,49,4
21,2100,0,0,-0.2,51,4
21,2200,0,0,0,53,4
21,2300,0,0,0.4,52,4
22,0,0,0,1.6,47,3
22,100,0,0,2.9,43,3
22,200,0,0,3.8,44,3
22,300,0,0,3.8,52,4
22,400,0.2,2,3.5,64,4
22,500,0.2,3,2.6,68,4
22,600,1.5,2,1.3,80,4
22,700,1.2,3,0.8,86,4
22,800,0.7,3,0.6,89,4
22,900,0.2,3,0,86,4
22,1000,0,0,-0.7,80,4
22,1100,0,0,-2.1,78,2
22,1200,0,0,-3.2,74,3
22,1300,0,0,-4.5,69,3
22,1400,0,0,-5.6,67,2
22,1500,0,0,-6.2,65,2
22,1600,0,0,-7.7,56,1
22,1700,0,0,-8.5,50,1
22,1800,0,0,-9.3,48,1
22,1900,0,0,-10.4,46,1
22,2000,0,0,-11.9,46,1
22,2100,0,0,-12.6,43,1
22,2200,0,0,-12.9,42,1
22,2300,0,0,-12.4,38,1
23,0,0,0,-11.5,34,1
23,100,0,0,-11.1,31,1
23,200,0,0,-10.7,29,1
23,300,0,0,-10.1,31,1
23,400,0,0,-9.7,33,1
23,500,0,0,-9.5,36,1
23,600,0,0,-9.6,37,1
23,700,0,0,-10.3,39,1
23,800,0,0,-10.7,43,1
23,900,0,0,-11.1,45,1
23,1000,0,0,-11.8,46,1
23,1100,0,0,-12.8,45,1
23,1200,0,0,-13.5,42,1
23,1300,0,0,-14.1,41,1
23,1400,0,0,-14.5,39,1
23,1500,0,0,-14.5,36,1
23,1600,0,0,-14.4,36,1
23,1700,0,0,-14.3,36,1
23,1800,0,0,-14.4,35,1
23,1900,0,0,-14.5,34,1
23,2000,0,0,-14.7,33,1
23,2100,0,0,-15.2,35,2
23,2200,0,0,-15.4,36,1
23,2300,0,0,-14.5,35,1
24,0,0,0,-13.3,33,1
24,100,0,0,-12.3,31,1
24,200,0,0,-11.8,30,1
24,300,0,0,-11.4,31,1
24,400,0,0,-11,32,1
24,500,0,0,-10.9,33,1
24,600,0,0,-11.4,33,1
24,700,0,0,-12.2,33,1
24,800,0,0,-13.2,34,1
24,900,0,0,-13.6,38,1
24,1000,0,0,-13.9,41,2
24,1100,0,0,-14.2,43,3
24,1200,0,0,-14.5,44,3
24,1300,0,0,-14.7,43,3
24,1400,0,0,-14.6,43,3
24,1500,0,0,-14.9,42,4
24,1600,0,0,-15,41,4
24,1700,0,0,-15.2,39,3
24,1800,0,0,-15.1,40,4
24,1900,0,0,-15.1,42,4
24,2000,0,0,-15.4,40,3
24,2100,0,0,-15.5,41,3
24,2200,0,0,-15.5,42,3
24,2300,0,0,-14.5,43,3
25,0,0,0,-13.6,37,1
25,100,0,0,-12.7,32,1
25,200,0,0,-11.9,28,1
25,300,0,0,-10.7,28,1
25,400,0,0,-9.8,28,1
25,500,0,0,-9.4,30,1
25,600,0,0,-9.7,35,2
25,700,0,0,-10.6,37,3
25,800,0,0,-11.7,39,4
25,900,0,0,-12.8,40,3
25,1000,0,0,-13.6,40,1
25,1100,0,0,-14.2,41,1
25,1200,0,0,-14.3,40,1
25,1300,0,0,-14.2,40,1
25,1400,0,0,-14.3,41,1
25,1500,0,0,-14.6,42,1
25,1600,0,0,-14.9,43,1
25,1700,0,0,-15.3,45,1
25,1800,0,0,-15.8,45,1
25,1900,0,0,-16.200001,46,1
25,2000,0,0,-16.200001,49,1
25,2100,0,0,-16.700001,48,1
25,2200,0,0,-17,48,1
25,2300,0,0,-16.299999,45,1
26,0,0,0,-15.3,41,1
26,100,0,0,-14.5,38,1
26,200,0,0,-13.7,35,1
26,300,0,0,-12.6,32,1
26,400,0,0,-11.6,29,1
26,500,0,0,-10.8,28,1
26,600,0,0,-10.7,29,1
26,700,0,0,-11.4,30,1
26,800,0,0,-12.2,31,1
26,900,0,0,-12.8,33,1
26,1000,0,0,-13.3,35,1
26,1100,0,0,-13.8,37,1
26,1200,0,0,-13.8,39,1
26,1300,0,0,-13.9,42,1
26,1400,0,0,-13.9,44,1
26,1500,0,0,-14,47,1
26,1600,0,0,-14,48,1
26,1700,0,0,-13.8,49,1
26,1800,0,0,-14,50,1
26,1900,0,0,-14.3,50,1
26,2000,0,0,-14.2,37,1
26,2100,0,0,-14.4,43,1
26,2200,0,0,-14,48,1
26,2300,0,0,-12.1,47,1
27,0,0,0,-10.5,40,1
27,100,0,0,-9.5,35,1
27,200,0,0,-8.3,34,1
27,300,0,0,-6.8,30,1
27,400,0,0,-5.6,28,1
27,500,0,0,-4.6,26,1
27,600,0,0,-4.4,25,1
27,700,0,0,-5.1,25,1
27,800,0,0,-6.1,30,1
27,900,0,0,-5.9,30,3
27,1000,0,0,-6.1,30,1
27,1100,0,0,-5.8,29,3
27,1200,0,0,-5.6,31,4
27,1300,0,0,-5.5,33,4
27,1400,0,0,-5.4,35,4
27,1500,0,0,-5.7,37,4
27,1600,0,0,-5.8,39,4
27,1700,0,0,-5.9,38,4
27,1800,0,0,-5.9,38,4
27,1900,0,0,-5.9,38,4
27,2000,0,0,-7.2,38,4
27,2100,0,0,-7.3,43,3
27,2200,0,0,-7.4,50,2
27,2300,0,0,-6,51,2
28,0,0,0,-4.5,46,1
28,100,0,0,-3.3,40,1
28,200,0,0,-2.3,38,1
28,300,0,0,-1.8,36,1
28,400,0,0,-1.6,35,2
28,500,0,0,-2.2,36,2
28,600,0,0,-2.9,40,1
28,700,0,0,-4.1,43,2
28,800,0,0,-5.2,40,2
28,900,0,0,-6.1,39,3
28,1000,0,0,-6.6,42,2
28,1100,0,0,-6.9,48,4
28,1200,0,0,-7.5,49,1
28,1300,0,0,-7.9,51,1
28,1400,0,0,-8.3,52,1
28,1500,0,0,-8.7,55,1
28,1600,0,0,-8.9,57,1
28,1700,0,0,-8.8,57,1
28,1800,0,0,-9,51,1
28,1900,0,0,-9.4,44,1
28,2000,0,0,-9.3,39,1
28,2100,0,0,-9.8,42,1
28,2200,0,0,-9.8,42,1
28,2300,0,0,-8.7,39,1
29,0,0,0,-7.8,35,1
29,100,0,0,-7.1,33,1
29,200,0,0,-6.6,32,1
29,300,0,0,-5.8,32,1
29,400,0,0,-5.2,34,1
29,500,0,0,-4.9,36,1
29,600,0,0,-5.1,37,1
29,700,0,0,-5.7,38,1
29,800,0,0,-6,41,1
29,900,0,0,-6.4,45,1
29,1000,0,0,-6.7,49,1
29,1100,0,0,-7.5,49,1
29,1200,0,0,-8.1,47,1
29,1300,0,0,-8.7,48,1
29,1400,0,0,-8.9,48,1
29,1500,0,0,-9.4,49,1
29,1600,0,0,-9.8,50,1
29,1700,0,0,-10.1,51,1
29,1800,0,0,-10.1,53,1
29,1900,0,0,-9.8,55,1
29,2000,0,0,-9.7,59,1
29,2100,0,0,-10.3,61,1
29,2200,0,0,-10.3,61,1
29,2300,0,0,-8.4,55,1
30,0,0,0,-6,49,1
30,100,0,0,-4.2,44,1
30,200,0,0,-2.8,45,1
30,300,0,0,-1.7,48,2
30,400,0.2,3,-1.5,56,4
30,500,0.2,3,-1.8,63,4
30,600,0.2,3,-2.2,73,4
30,700,0.2,3,-2.2,78,4
30,800,0.3,3,-2.1,82,4
30,900,0.2,3,-1.4,81,4
30,1000,0.2,3,-0.9,80,4
30,1100,0.2,3,-0.5,79,4
30,1200,0,0,-0.9,79,4
30,1300,0,0,-1,77,4
30,1400,0,0,-1.1,77,3
30,1500,0,0,-0.8,76,3
30,1600,0,0,-0.9,75,2
30,1700,0,0,-1,76,3
30,1800,0,0,-1.4,76,4
30,1900,0,0,-1.6,75,2
30,2000,0,0,-2.6,74,4
30,2100,0,0,-3.4,74,4
30,2200,0,0,-3.6,71,4
30,2300,0,0,-2.7,66,4
31,0,0,0,-1.7,58,4
31,100,0,0,-0.8,47,4
31,200,0,0,-0.5,42,4
31,300,0,0,-0.3,38,4
31,400,0,0,-0.5,37,4
31,500,0,0,-0.2,36,4
31,600,0,0,-0.1,36,4
31,700,0,0,-0.6,38,4
31,800,0,0,-1.6,42,4
31,900,0,0,-1.8,42,4
31,1000,0,0,-2.4,43,4
31,1100,0,0,-2.5,45,4
31,1200,0,0,-2.8,49,3
31,1300,0,0,-3.1,52,4
31,1400,0,0,-3.7,56,1
31,1500,0,0,-4.3,57,1
31,1600,0,0,-5.1,58,1
31,1700,0,0,-6,61,1
31,1800,0,0,-6.5,61,1
31,1900,0,0,-7,61,1
31,2000,0,0,-7.8,60,1
31,2100,0,0,-7.9,60,1
31,2200,0,0,-7.4,60,1
31,2300,0,0,-5,57,1
 Start : 20180201 ,,,,,,
1,0,0,0,-3.2,50,1
1,100,0,0,-1.7,44,1
1,200,0,0,-0.6,40,1
1,300,0,0,0.3,36,1
1,400,0,0,0.9,33,1
1,500,0,0,1.2,30,1
1,600,0,0,1,30,1
1,700,0,0,0.3,32,1
1,800,0,0,-0.5,34,1
1,900,0,0,-0.9,41,1
1,1000,0,0,-1.3,49,1
1,1100,0,0,-1.7,57,1
1,1200,0,0,-2.4,59,1
1,1300,0,0,-3.2,59,1
1,1400,0,0,-3.9,59,1
1,1500,0,0,-4.4,59,1
1,1600,0,0,-4.9,58,1
1,1700,0,0,-5.4,57,1
1,1800,0,0,-5.7,60,1
1,1900,0,0,-5.8,61,1
1,2000,0,0,-5.7,51,1
1,2100,0,0,-6.1,51,1
1,2200,0,0,-5.8,49,2
1,2300,0,0,-3.9,45,1
2,0,0,0,-1.8,42,1
2,100,0,0,-0.1,40,1
2,200,0,0,1.2,40,1
2,300,0,0,2.1,38,1
2,400,0,0,2.4,36,1
2,500,0,0,2.3,35,1
2,600,0,0,2.1,34,1
2,700,0,0,1.5,35,1
2,800,0,0,1.1,37,1
2,900,0,0,0.2,44,1
2,1000,0,0,-0.5,51,1
2,1100,0,0,-1.1,56,1
2,1200,0,0,-1.5,60,1
2,1300,0,0,-1.9,65,1
2,1400,0,0,-1.6,70,3
2,1500,0,0,-2,72,3
2,1600,0,0,-3,76,4
2,1700,0,3,-4.3,79,4
2,1800,0.1,3,-5,74,4
2,1900,0.1,3,-5.8,68,4
2,2000,0.2,3,-7.4,60,4
2,2100,0,0,-8.4,58,2
2,2200,0,0,-8.9,56,1
2,2300,0,0,-8.4,52,1
3,0,0,0,-7.5,47,1
3,100,0,0,-6.5,42,1
3,200,0,0,-5.6,38,1
3,300,0,0,-5.1,38,1
3,400,0,0,-4.8,37,1
3,500,0,0,-4.8,38,1
3,600,0,0,-4.9,38,1
3,700,0,0,-5.5,40,1
3,800,0,0,-6.5,41,1
3,900,0,0,-7.5,39,1
3,1000,0,0,-8.3,38,1
3,1100,0,0,-9,42,1
3,1200,0,0,-9.4,46,1
3,1300,0,0,-9.5,48,1
3,1400,0,0,-9.7,49,1
3,1500,0,0,-9.7,49,1
3,1600,0,0,-9.8,49,1
