날짜,시간,강수량,강수형태,기온,습도,하늘상태
 Start : 20190101,,,,,,
1,0,0,0,-4,48,-1
1,100,0,0,-2,42,-1
1,200,0,0,-2,48,-1
1,300,0,0,-1.6,51,-1
1,400,0,0,-1,50,-1
1,500,0,0,-0.5,47,-1
1,600,0,0,-0.9,46,-1
1,700,0,0,-1.2,48,-1
1,800,0,0,-1.6,46,-1
1,900,0,0,-2,45,-1
1,1000,-1,-1,-50,-1,-1
1,1100,0,0,-3.3,38,-1
1,1200,0,0,-3.8,39,-1
1,1300,0,0,-4.5,42,-1
1,1400,0,-1,-50,46,-1
1,1500,-1,-1,-5.2,-1,-1
1,1600,0,0,-5.4,51,-1
1,1700,0,0,-5.6,54,-1
1,1800,0,0,-6.5,54,-1
1,1900,0,0,-7,56,-1
1,2000,0,0,-7.1,56,-1
1,2100,0,0,-7.5,58,-1
1,2200,0,0,-7.5,57,-1
1,2300,0,0,-6,52,-1
2,0,0,0,-3.8,52,-1
2,100,0,0,-1.9,34,-1
2,200,0,0,-1,28,-1
2,300,0,0,-0.2,27,-1
2,400,0,0,0.3,24,-1
2,500,0,0,0.4,24,-1
2,600,-1,-1,-50,-1,-1
2,700,-1,-1,-50,-1,-1
2,800,0,0,-1.4,37,-1
2,900,0,0,-1.7,39,-1
2,1000,0,0,-2.2,41,-1
2,1100,0,0,-2.3,44,-1
2,1200,0,0,-2.7,48,-1
2,1300,0,0,-3,51,-1
2,1400,0,0,-3.4,44,-1
2,1500,0,0,-4,45,-1
2,1600,0,0,-4.3,46,-1
2,1700,0,0,-4.8,51,-1
2,1800,0,0,-5.5,50,-1
2,1900,0,0,-5.6,51,-1
2,2000,0,0,-5.6,53,-1
2,2100,0,0,-6.2,59,-1
2,2200,0,0,-6.5,57,-1
2,2300,0,0,-4.8,54,-1
3,0,0,0,-3.1,49,-1
3,100,0,0,-1,37,-1
3,200,0,0,-0.1,34,-1
3,300,0,0,1.8,28,-1
3,400,0,0,2.2,28,-1
3,500,0,0,3.1,22,-1
3,600,0,0,2.7,22,-1
3,700,0,0,2,24,-1
3,800,0,0,1.4,24,-1
3,900,0,0,0.5,25,-1
3,1000,0,0,0.1,37,-1
3,1100,0,0,-0.8,41,-1
3,1200,0,0,-1.1,37,-1
3,1300,0,0,-1.3,38,-1
3,1400,0,0,-1.9,42,-1
3,1500,0,0,-2.7,44,-1
3,1600,0,0,-3,44,-1
3,1700,0,0,-3.7,46,-1
3,1800,0,0,-4,46,-1
3,1900,0,0,-4,48,-1
3,2000,0,0,-4.3,50,-1
3,2100,0,0,-4.7,50,-1
3,2200,0,0,-4.6,52,-1
3,2300,0,0,-3.6,46,-1
4,0,0,0,-2.1,41,-1
4,100,0,0,-0.5,39,-1
4,200,0,0,0.8,38,-1
4,300,0,0,1.7,41,-1
4,400,0,0,4,37,-1
4,500,0,0,4.2,43,-1
4,600,0,0,3.3,51,-1
4,700,0,0,3.2,58,-1
4,800,0,0,3.5,63,-1
4,900,0,0,2.8,63,-1
4,1000,0,0,3,72,-1
4,1100,0,0,2.5,72,-1
4,1200,0,0,1.9,76,-1
4,1300,0,0,1.7,77,-1
4,1400,0,0,1.7,67,-1
4,1500,0,0,1,70,-1
4,1600,0,0,0.3,62,-1
4,1700,0,0,-0.6,52,-1
4,1800,0,0,-1.4,58,-1
4,1900,0,0,-1.9,57,-1
4,2000,0,0,-2.2,47,-1
4,2100,0,0,-2.5,46,-1
4,2200,0,0,-2.7,46,-1
4,2300,0,0,-1.6,44,-1
5,0,0,0,-0.8,31,-1
5,100,0,0,-0.2,34,-1
5,200,0,0,0.1,32,-1
5,300,0,0,0.4,31,-1
5,400,0,0,1.5,25,-1
5,500,0,0,1.6,22,-1
5,600,0,0,1,22,-1
5,700,0,0,0.3,24,-1
5,800,0,0,0,24,-1
5,900,0,0,-0.6,27,-1
5,1000,0,0,-0.9,27,-1
5,1100,0,0,-1.3,28,-1
5,1200,0,0,-1.9,29,-1
5,1300,0,0,-2.3,31,-1
5,1400,0,0,-2.8,31,-1
5,1500,0,0,-3.2,33,-1
5,1600,0,0,-3.4,33,-1
5,1700,0,0,-3.5,39,-1
5,1800,0,0,-4,36,-1
5,1900,0,0,-3.3,37,-1
5,2000,0,0,-3.5,38,-1
5,2100,0,0,-4.3,40,-1
5,2200,0,0,-4.1,40,-1
5,2300,0,0,-3.4,38,-1
6,0,0,0,-2,36,-1
6,100,0,0,-0.4,32,-1
6,200,0,0,0.6,32,-1
6,300,0,0,1.7,27,-1
6,400,0,0,2.1,24,-1
6,500,0,0,2.3,22,-1
6,600,0,0,1.8,23,-1
6,700,0,0,1,28,-1
6,800,0,0,0.3,27,-1
6,900,0,0,0,34,-1
6,1000,0,0,-0.4,35,-1
6,1100,0,0,-0.8,40,-1
6,1200,0,0,-1.2,44,-1
6,1300,0,0,-1.5,43,-1
6,1400,0,0,-2.1,46,-1
6,1500,0,0,-2.6,47,-1
6,1600,0,0,-2.8,47,-1
6,1700,0,0,-3.2,48,-1
6,1800,0,0,-3.8,50,-1
6,1900,0,0,-4.3,52,-1
6,2000,0,0,-4.4,54,-1
6,2100,0,0,-4.7,55,-1
6,2200,0,0,-4.1,54,-1
6,2300,0,0,-3.3,51,-1
7,0,0,0,-1.2,48,-1
7,100,0,0,0.4,42,-1
7,200,0,0,1,37,-1
7,300,0,0,2.7,29,-1
7,400,0,0,3.2,30,-1
7,500,0,0,3,37,-1
7,600,0,0,3.1,35,-1
7,700,0,0,2.2,32,-1
7,800,0,0,1.6,35,-1
7,900,0,0,1.7,39,-1
7,1000,0,0,1.1,52,-1
7,1100,0,0,0.7,58,-1
7,1200,0,0,0.2,59,-1
7,1300,0,0,0.1,45,-1
7,1400,0,0,0.1,39,-1
7,1500,0,0,-0.3,34,-1
7,1600,0,0,-0.9,31,-1
7,1700,0,0,-1.5,33,-1
7,1800,0,0,-1.7,33,-1
7,1900,0,0,-2.1,35,-1
7,2000,0,0,-2.1,36,-1
7,2100,0,0,-2.6,39,-1
7,2200,0,0,-2.6,42,-1
7,2300,0,0,-1.3,36,-1
8,0,0,0,-0.2,33,-1
8,100,0,0,0.1,30,-1
8,200,0,0,0.1,25,-1
8,300,0,0,0.8,25,-1
8,400,0,0,1.2,22,-1
8,500,0,0,1.1,21,-1
8,600,0,0,0.5,23,-1
8,700,0,0,-0.2,21,-1
8,800,0,0,-1,22,-1
8,900,0,0,-2.4,23,-1
8,1000,0,0,-4,31,-1
8,1100,0,0,-4.4,33,-1
8,1200,0,0,-4.7,34,-1
8,1300,0,0,-4.9,31,-1
8,1400,0,0,-5,31,-1
8,1500,0,0,-5.3,31,-1
8,1600,0,0,-5.5,30,-1
8,1700,0,0,-5.8,32,-1
8,1800,0,0,-6.3,35,-1
8,1900,0,0,-6.7,36,-1
8,2000,0,0,-6.4,37,-1
8,2100,0,0,-6.5,37,-1
8,2200,0,0,-6.6,42,-1
8,2300,0,0,-5.5,39,-1
9,0,0,0,-4.4,32,-1
9,100,0,0,-2.4,29,-1
9,200,0,0,-2.3,28,-1
9,300,0,0,-1.7,27,-1
9,400,0,0,-0.2,22,-1
9,500,0,0,0.8,20,-1
9,600,0,0,0.2,21,-1
9,700,0,0,0.2,23,-1
9,800,0,0,-0.4,25,-1
9,900,0,0,-0.7,26,-1
9,1000,0,0,-1.3,29,-1
9,1100,0,0,-1.9,33,-1
9,1200,0,0,-2.3,33,-1
9,1300,0,0,-2.4,34,-1
9,1400,0,0,-2.3,34,-1
9,1500,0,0,-2.5,35,-1
9,1600,0,0,-2.3,33,-1
9,1700,0,0,-2.3,34,-1
9,1800,0,0,-2.4,36,-1
9,1900,0,0,-2.3,36,-1
9,2000,0,0,-2.5,38,-1
9,2100,0,0,-2.4,36,-1
9,2200,0,0,-2.2,38,-1
9,2300,0,0,-1.7,34,-1
10,0,0,0,-1.2,33,-1
10,100,0,0,0.4,33,-1
10,200,0,0,2.6,33,-1
10,300,0,0,3.9,35,-1
10,400,0,0,3.3,40,-1
10,500,0,0,3.4,48,-1
10,600,0,0,3.1,50,-1
10,700,0,0,2.8,53,-1
10,800,0,0,2.7,57,-1
10,900,0,0,2.3,63,-1
10,1000,0,0,2,65,-1
10,1100,0,0,1.7,69,-1
10,1200,0,0,1.8,71,-1
10,1300,0,0,1.8,72,-1
10,1400,0,0,2.5,69,-1
10,1500,0,0,1.9,70,-1
10,1600,0,0,2,70,-1
10,1700,0,0,1.4,72,-1
10,1800,0,0,1.1,72,-1
10,1900,0,0,0.6,73,-1
10,2000,0,0,0.9,72,-1
10,2100,0,0,1.1,70,-1
10,2200,0,0,1,73,-1
10,2300,0,0,1.2,73,-1
11,0,0,0,2.9,63,-1
11,100,0,0,3.6,56,-1
11,200,0,0,4.9,49,-1
11,300,0,0,6,45,-1
11,400,0,0,6.9,43,-1
11,500,0,0,6.2,45,-1
11,600,0,0,6.3,43,-1
11,700,0,0,6.2,43,-1
11,800,0,0,5.6,43,-1
11,900,0,0,2.5,59,-1
11,1000,0,0,4.3,47,-1
11,1100,0,0,3.3,49,-1
11,1200,0,0,2.6,51,-1
11,1300,0,0,3,53,-1
11,1400,0,0,2.9,53,-1
11,1500,0,0,2.8,54,-1
11,1600,0,0,2.7,54,-1
11,1700,0,0,2.7,54,-1
11,1800,0,0,2.4,51,-1
11,1900,0,0,2.6,51,-1
11,2000,0,0,2.3,54,-1
11,2100,0,0,2.1,54,-1
11,2200,0,0,2,54,-1
11,2300,0,0,3.3,50,-1
12,0,0,0,4.5,49,-1
12,100,0,0,4.5,52,-1
12,200,0,0,6.4,44,-1
12,300,0,0,7.4,40,-1
12,400,0,0,7.4,38,-1
12,500,0,0,7.8,40,-1
12,600,0,0,7.4,36,-1
12,700,0,0,6.1,40,-1
12,800,0,0,5,45,-1
12,900,0,0,4.4,46,-1
12,1000,0,0,3.9,45,-1
12,1100,0,0,3,48,-1
12,1200,0,0,2.6,49,-1
12,1300,0,0,2.1,53,-1
12,1400,0,0,1.8,53,-1
12,1500,0,0,1.5,58,-1
12,1600,0,0,0.4,60,-1
12,1700,0,0,-0.1,61,-1
12,1800,0,0,-0.3,61,-1
12,1900,0,0,-0.4,62,-1
12,2000,0,0,-0.8,64,-1
12,2100,0,0,-1.2,65,-1
12,2200,0,0,-1,59,-1
12,2300,0,0,0.3,58,-1
13,0,0,0,2.2,51,-1
13,100,0,0,3.4,46,-1
13,200,0,0,5,41,-1
13,300,0,0,6.3,38,-1
13,400,0,0,7.2,29,-1
13,500,0,0,7.3,23,-1
13,600,0,0,7.2,28,-1
13,700,0,0,6.1,32,-1
13,800,0,0,5.1,41,-1
13,900,0,0,4.2,56,-1
13,1000,0,0,3.6,64,-1
13,1100,0,0,2.8,68,-1
13,1200,0,0,2.4,71,-1
13,1300,0,0,2.2,59,-1
13,1400,0,0,1.9,59,-1
13,1500,0,0,1.5,64,-1
13,1600,0,0,-2.2,90,-1
13,1700,0,0,0.3,69,-1
13,1800,0,0,0,70,-1
13,1900,0,0,-1,72,-1
13,2000,0,0,-0.4,72,-1
13,2100,0,0,-0.8,75,-1
13,2200,0,0,-0.7,75,-1
13,2300,0,0,0.2,70,-1
14,0,0,0,0.8,68,-1
14,100,0,0,2.9,61,-1
14,200,0,0,3.4,59,-1
14,300,0,0,4,57,-1
14,400,0,0,4.5,56,-1
14,500,0,0,5.1,54,-1
14,600,0,0,5,54,-1
14,700,0,0,4.6,57,-1
14,800,0,0,4.2,59,-1
14,900,0,0,4,64,-1
14,1000,0,0,3.8,67,-1
14,1100,0,0,3.3,71,-1
14,1200,0,0,3.4,69,-1
14,1300,0,0,2.8,67,-1
14,1400,0,0,3,66,-1
14,1500,0,0,2.9,67,-1
14,1600,0,0,3.1,68,-1
14,1700,0,0,3.1,66,-1
14,1800,0,0,2.3,68,-1
14,1900,0,0,1.4,69,-1
14,2000,0,0,1.2,55,-1
14,2100,0,0,0.6,59,-1
14,2200,0,0,0.5,67,-1
14,2300,0,0,1.1,63,-1
15,0,0,0,1.6,62,-1
15,100,0,0,2,58,-1
15,200,0,0,1.1,57,-1
15,300,0,0,1.8,55,-1
15,400,0,0,2.5,45,-1
15,500,0,0,2.6,43,-1
15,600,0,0,1.4,34,-1
15,700,0,0,-0.6,33,-1
15,800,0,0,-1.7,37,-1
15,900,0,0,-2.8,41,-1
15,1000,-1,-1,-4.3,46,-1
15,1100,0,0,-5.8,57,-1
15,1200,0,0,-5.2,49,-1
15,1300,0,0,-5.6,49,-1
15,1400,0,0,-5.6,49,-1
15,1500,0,0,-6,48,-1
15,1600,0,0,-6.1,47,-1
15,1700,0,0,-6.4,49,-1
15,1800,0,0,-6.8,50,-1
15,1900,0,0,-7.1,47,-1
15,2000,0,0,-7.2,48,-1
15,2100,0,0,-7.4,47,-1
15,2200,0,0,-7.3,48,-1
15,2300,0,0,-6.9,46,-1
16,0,0,0,-5.6,36,-1
16,100,0,0,-4.9,40,-1
16,200,0,0,-3,33,-1
16,300,0,0,-2.4,26,-1
16,400,0,0,-1.3,22,-1
16,500,0,0,-0.9,21,-1
16,600,0,0,-0.6,28,-1
16,700,0,0,-1.4,30,-1
16,800,0,0,-1.6,36,-1
16,900,0,0,-0.9,39,-1
16,1000,0,0,-1.4,42,-1
16,1100,0,0,-1.9,55,-1
16,1200,0,0,-1.8,57,-1
16,1300,0.1,3,-1.5,60,-1
16,1400,0,0,-1.3,70,-1
16,1500,0,0,-1.5,75,-1
16,1600,0,0,-1.1,73,-1
16,1700,0,0,-0.7,73,-1
16,1800,0,0,-0.8,75,-1
16,1900,0,0,-1.9,73,-1
16,2000,0,0,-2.2,77,-1
16,2100,0,0,-2.3,79,-1
16,2200,0,0,-2,78,-1
16,2300,0,0,-0.6,73,-1
17,0,0,0,1.3,54,-1
17,100,0,0,3,32,-1
17,200,0,0,2.8,32,-1
17,300,0,0,3.8,21,-1
17,400,0,0,4.1,20,-1
17,500,0,0,4.3,22,-1
17,600,0,0,3.8,23,-1
17,700,0,0,3.1,23,-1
17,800,0,0,2.8,27,-1
17,900,0,0,2,31,-1
17,1000,0,0,1.9,35,-1
17,1100,0,0,1.1,34,-1
17,1200,0,0,0.9,35,-1
17,1300,0,0,0.9,30,-1
17,1400,0,0,0.7,31,-1
17,1500,0,0,0,34,-1
17,1600,0,0,-0.2,32,-1
17,1700,0,0,-0.4,34,-1
17,1800,0,0,-1.5,40,-1
17,1900,0,0,-2,41,-1
17,2000,0,0,-6.2,58,-1
17,2100,0,0,-3,43,-1
17,2200,0,0,-2.8,46,-1
17,2300,0,0,-0.3,36,-1
18,0,0,0,0.6,35,-1
18,100,0,0,3.1,35,-1
18,200,0,0,3.9,29,-1
18,300,0,0,5.9,24,-1
18,400,0,0,6,35,-1
18,500,0,0,6.4,34,-1
18,600,0,0,5.8,39,-1
18,700,0,0,4.8,45,-1
18,800,0,0,1,59,-1
18,900,0,0,3.9,52,-1
18,1000,0,0,3.5,54,-1
18,1100,0,0,3.3,59,-1
18,1200,0,0,2.4,59,-1
18,1300,0,0,1.5,57,-1
18,1400,0,0,1.3,59,-1
18,1500,0,0,2,55,-1
18,1600,0,0,1.9,56,-1
18,1700,0,0,1.8,57,-1
18,1800,0,0,1.5,58,-1
18,1900,0,0,1.5,59,-1
18,2000,0,0,1.3,59,-1
18,2100,0,0,1,61,-1
18,2200,0,0,1.4,59,-1
18,2300,0,0,2.1,56,-1
19,0,0,0,3.3,54,-1
19,100,0,0,4,54,-1
19,200,-1,-1,-50,-1,-1
19,300,0,0,6.6,48,-1
19,400,0,0,7.4,51,-1
19,500,0,0,7.9,49,-1
19,600,0,0,8.4,46,-1
19,700,0,0,7.2,50,-1
19,800,0,0,6.4,56,-1
19,900,0,0,5.6,61,-1
19,1000,0,0,5.6,61,-1
19,1100,0,0,4.6,65,-1
19,1200,0,0,4.5,65,-1
19,1300,0,0,4.6,66,-1
19,1400,0,0,5.1,71,-1
19,1500,0,0,4.3,76,-1
19,1600,0,0,1.8,88,-1
19,1700,0,0,3.3,74,-1
19,1800,0,0,2.3,64,-1
19,1900,0,0,1.4,49,-1
19,2000,0,0,0.4,48,-1
19,2100,0,0,-0.3,50,-1
19,2200,0,0,-1.1,50,-1
19,2300,0,0,-0.8,44,-1
20,0,0,0,-0.3,34,-1
20,100,0,0,0.4,31,-1
20,200,0,0,1.1,29,-1
20,300,0,0,1.4,26,-1
20,400,0,0,1.6,23,-1
20,500,0,0,1.8,24,-1
20,600,0,0,1.3,23,-1
20,700,0,0,0.2,24,-1
20,800,0,0,-0.3,26,-1
20,900,0,0,-1.5,29,-1
20,1000,0,0,-2.1,31,-1
20,1100,0,0,-2.8,33,-1
20,1200,0,0,-3.4,36,-1
20,1300,0,0,-3.8,38,-1
20,1400,0,0,-3.4,38,-1
20,1500,0,0,-3.4,40,-1
20,1600,0,0,-3.6,43,-1
20,1700,0,0,-3.1,42,-1
20,1800,0,0,-2.6,59,-1
20,1900,0,0,-4.4,47,-1
20,2000,0,0,-4.9,47,-1
20,2100,0,0,-4.8,51,-1
20,2200,0,0,-4.4,53,-1
20,2300,0,0,-4.2,55,-1
21,0,0,0,-0.4,48,-1
21,100,0,0,0,47,-1
21,200,0,0,0.2,49,-1
21,300,0,3,0.1,77,-1
21,400,0,0,2,69,-1
21,500,0,0,2.1,71,-1
21,600,0,0,5.2,57,-1
21,700,0,0,4.6,60,-1
21,800,0,0,4.5,63,-1
21,900,0,0,4.1,63,-1
21,1000,0,0,3.5,64,-1
21,1100,0,0,3.1,63,-1
21,1200,0,0,2.3,65,-1
21,1300,0,0,2,62,-1
21,1400,0,0,1.6,62,-1
21,1500,0,0,1.3,60,-1
21,1600,0,0,1.1,59,-1
21,1700,0,0,-0.6,72,-1
21,1800,0,0,-0.9,71,-1
21,1900,0,0,-1.3,70,-1
21,2000,0,0,-1.8,70,-1
21,2100,0,0,-1.9,70,-1
21,2200,0,0,-1.7,72,-1
21,2300,0,0,-0.6,65,-1
22,0,0,0,-50,58,-1
22,100,0,0,4.3,58,-1
22,200,0,0,6.9,51,-1
22,300,0,0,6.9,44,-1
22,400,0,0,7.6,43,-1
22,500,0,0,7.1,45,-1
22,600,0,0,6.2,47,-1
22,700,0,0,5.6,50,-1
22,800,0,0,5.3,51,-1
22,900,0,0,4.7,62,-1
22,1000,0,0,4.2,65,-1
22,1100,0,0,3.9,65,-1
22,1200,0,0,3.5,65,-1
22,1300,0,0,3.2,66,-1
22,1400,0,0,3.5,65,-1
22,1500,0,0,3.1,68,-1
22,1600,0,0,2.9,71,-1
22,1700,0,0,2.8,72,-1
22,1800,0,0,1,78,-1
22,1900,0,0,0.3,77,-1
22,2000,0,0,0,78,-1
22,2100,0,0,-0.1,80,-1
22,2200,0,0,-0.1,80,-1
22,2300,0,0,1.4,75,-1
23,0,0,0,4.6,65,-1
23,100,0,0,5.5,51,-1
23,200,0,0,6.5,40,-1
23,300,0,0,6.4,29,-1
23,400,0,0,6.3,35,-1
23,500,0,0,8.1,24,-1
23,600,0,0,7.3,24,-1
23,700,0,0,5.8,24,-1
23,800,0,0,4.7,23,-1
23,900,0,0,3.6,25,-1
23,1000,-1,-1,-50,-1,-1
23,1100,0,0,2.6,27,-1
23,1200,0,0,2.1,26,-1
23,1300,0,0,1.4,27,-1
23,1400,0,0,1,28,-1
23,1500,0,0,0.5,34,-1
23,1600,0,0,0.3,34,-1
23,1700,0,0,0.1,35,-1
23,1800,0,0,-0.2,36,-1
23,1900,0,0,-0.7,38,-1
23,2000,0,0,-1.4,43,-1
23,2100,0,0,-2,44,-1
23,2200,0,0,-2,47,-1
23,2300,0,0,-0.2,42,-1
24,0,0,0,1.2,34,-1
24,100,0,0,3.3,28,-1
24,200,0,0,3.9,28,-1
24,300,0,0,4.5,20,-1
24,400,0,0,6,18,-1
24,500,0,0,6.3,16,-1
24,600,0,0,5.4,13,-1
24,700,0,0,4.9,17,-1
24,800,0,0,3.7,29,-1
24,900,0,0,3.1,28,-1
24,1000,0,0,1.9,37,-1
24,1100,0,0,1.3,39,-1
24,1200,0,0,1.2,39,-1
24,1300,0,0,1,41,-1
24,1400,0,0,1.4,46,-1
24,1500,0,0,0.3,44,-1
24,1600,0,0,0.1,42,-1
24,1700,0,0,-0.4,43,-1
24,1800,0,0,-0.8,42,-1
24,1900,0,0,-0.9,45,-1
24,2000,0,0,-5,54,-1
24,2100,0,0,-1.3,47,-1
24,2200,0,0,-1.1,49,-1
24,2300,0,0,0.5,25,-1
25,0,0,0,1.5,25,-1
25,100,0,0,2.5,24,-1
25,200,0,0,2,28,-1
25,300,0,0,2.6,22,-1
25,400,0,0,2.5,22,-1
25,500,0,0,2.8,19,-1
25,600,0,0,2.3,20,-1
25,700,0,0,1.2,22,-1
25,800,0,0,0.5,22,-1
25,900,0,0,0,24,-1
25,1000,0,0,-0.4,24,-1
25,1100,0,0,-0.7,25,-1
25,1200,0,0,-1.2,25,-1
25,1300,0,0,-1.5,25,-1
25,1400,0,0,-1.9,26,-1
25,1500,0,0,-2.1,27,-1
25,1600,0,0,-2.2,27,-1
25,1700,0,0,-2.9,29,-1
25,1800,0,0,-3.3,32,-1
25,1900,0,0,-3.9,33,-1
25,2000,0,0,-4.1,33,-1
25,2100,0,0,-4.4,35,-1
25,2200,0,0,-4.3,35,-1
25,2300,0,0,-3.9,34,-1
26,0,0,0,-2.7,32,-1
26,100,0,0,-0.9,28,-1
26,200,0,0,0,26,-1
26,300,0,0,1.3,25,-1
26,400,0,0,1.9,24,-1
26,500,0,0,2.7,23,-1
26,600,0,0,2,24,-1
26,700,0,0,1.3,25,-1
26,800,0,0,1,28,-1
26,900,0,0,0.7,29,-1
26,1000,0,0,0.1,32,-1
26,1100,0,0,-0.1,33,-1
26,1200,0,0,-0.6,35,-1
26,1300,0,0,-1.3,38,-1
26,1400,0,0,-1.4,40,-1
26,1500,0,0,-1.7,43,-1
26,1600,0,0,-2.2,45,-1
26,1700,0,0,-2.6,48,-1
26,1800,0,0,-3.4,49,-1
26,1900,0,0,-3.8,48,-1
26,2000,0,0,-4.2,50,-1
26,2100,0,0,-4.7,53,-1
26,2200,0,0,-4.8,54,-1
26,2300,0,0,-2.8,48,-1
27,0,0,0,-0.7,44,-1
27,100,0,0,0.9,37,-1
27,200,0,0,2.7,35,-1
27,300,0,0,3.7,35,-1
27,400,0,0,4.4,37,-1
27,500,0,0,4.4,43,-1
27,600,0,0,4,49,-1
27,700,0,0,3.6,56,-1
27,800,0,0,3.4,59,-1
27,900,0,0,3.6,59,-1
27,1000,0,0,3.6,61,-1
27,1100,0,0,3.4,63,-1
27,1200,0,0,3.3,66,-1
27,1300,0,0,3.2,68,-1
27,1400,0,0,3.4,67,-1
27,1500,0,0,3.4,67,-1
27,1600,0,2,3.6,75,-1
27,1700,0,0,3.7,74,-1
27,1800,0,0,4.1,70,-1
27,1900,0,0,4.1,68,-1
27,2000,0,0,3.7,66,-1
27,2100,0,0,3.1,65,-1
27,2200,-1,-1,-50,-1,-1
27,2300,0,0,1.8,51,-1
28,0,0,0,2.5,29,-1
28,100,0,0,2.6,25,-1
28,200,0,0,3.6,24,-1
28,300,0,0,3.7,22,-1
28,400,0,0,4.2,20,-1
28,500,0,0,4,20,-1
28,600,0,0,4,20,-1
28,700,0,0,3.3,21,-1
28,800,0,0,2.1,24,-1
28,900,0,0,1.4,27,-1
28,1000,0,0,0.6,28,-1
28,1100,0,0,0.1,29,-1
28,1200,0,0,-0.1,29,-1
28,1300,0,0,-0.5,30,-1
28,1400,0,0,-0.8,32,-1
28,1500,0,0,-0.9,33,-1
28,1600,0,0,-1.1,34,-1
28,1700,0,0,-1.4,34,-1
28,1800,0,0,-1.2,36,-1
28,1900,0,0,-2.8,41,-1
28,2000,0,0,-3,42,-1
28,2100,0,0,-3.5,43,-1
28,2200,0,0,-3.2,43,-1
28,2300,0,0,-1.5,38,-1
29,0,0,0,0.4,33,-1
29,100,0,0,3,27,-1
29,200,0,0,3.5,26,-1
29,300,0,0,4.1,24,-1
29,400,0,0,5.4,24,-1
29,500,0,0,6.5,22,-1
29,600,0,0,6.1,21,-1
29,700,0,0,5.4,22,-1
29,800,0,0,3.4,33,-1
29,900,0,0,2.6,40,-1
29,1000,0,0,2.5,40,-1
29,1100,0,0,1.4,40,-1
29,1200,0,0,1.5,41,-1
29,1300,0,0,1.1,44,-1
29,1400,0,0,-1.3,54,-1
29,1500,0,0,1.2,46,-1
29,1600,0,0,1,47,-1
29,1700,0,0,0.5,46,-1
29,1800,0,0,0.1,59,-1
29,1900,0,0,-0.1,49,-1
29,2000,0,0,-0.2,49,-1
29,2100,0,0,-0.6,49,-1
29,2200,0,0,-0.4,52,-1
29,2300,0,0,1.1,47,-1
30,0,0,0,2.3,43,-1
30,100,0,0,4.8,41,-1
30,200,0,0,5.7,43,-1
30,300,0,0,6.8,42,-1
30,400,0,0,7.1,44,-1
30,500,0,0,7.3,40,-1
30,600,0,0,6.8,44,-1
30,700,0,0,5.8,52,-1
30,800,0,0,4.9,59,-1
30,900,0,0,4.4,62,-1
30,1000,0,0,4.1,63,-1
30,1100,0,0,3.5,68,-1
30,1200,0,0,3.5,70,-1
30,1300,0,0,3.5,69,-1
30,1400,0,0,3.5,67,-1
30,1500,0,0,3.7,61,-1
30,1600,0,0,2.8,61,-1
30,1700,0,0,2.6,57,-1
30,1800,0,0,1.7,53,-1
30,1900,0,0,2,51,-1
30,2000,0,0,1.4,43,-1
30,2100,0,0,0.8,41,-1
30,2200,0,0,0.6,37,-1
30,2300,0,0,0.5,31,-1
31,0,0,0,0.2,32,-1
31,100,0,0,0.9,27,-1
31,200,0,0,0.5,27,-1
31,300,0,0,0.9,23,-1
31,400,0,0,1.6,20,-1
31,500,0,0,1.9,19,-1
31,600,0,0,0.9,20,-1
31,700,0,0,0,20,-1
31,800,0,0,-1.2,20,-1
31,900,0,0,-1.7,21,-1
31,1000,0,0,-2.7,22,-1
31,1100,0,0,-3.4,24,-1
31,1200,0,0,-4.1,29,-1
31,1300,0,0,-4.3,30,-1
31,1400,0,0,-4,30,-1
31,1500,0,0,-4.2,31,-1
31,1600,0,0,-4.3,34,-1
31,1700,0,0,-4.3,37,-1
31,1800,0,0,-4,39,-1
31,1900,0,0,-3.7,40,-1
31,2000,0,0,-4.2,43,-1
31,2100,0,0,-5.6,43,-1
31,2200,0,0,-5.1,42,-1
31,2300,0,0,-3.5,39,-1
 Start : 20190201 ,,,,,,
1,0,0,0,-0.6,36,-1
1,100,0,0,1.5,33,-1
1,200,0,0,1.4,36,-1
1,300,0,0,2.4,40,-1
1,400,0,0,3.2,41,-1
1,500,0,0,3.4,43,-1
1,600,0,0,2.5,49,-1
1,700,0,0,2.1,57,-1
1,800,0,0,2.4,63,-1
1,900,0,0,1.5,79,-1
1,1000,0,0,2,59,-1
1,1100,0,0,1.7,54,-1
1,1200,0,0,1.1,54,-1
1,1300,0,0,0.9,58,-1
1,1400,0,0,0.8,58,-1
1,1500,0,0,0.5,66,-1
1,1600,0,0,0.1,70,-1
1,1700,0,0,0,72,-1
1,1800,0,0,-1.5,77,-1
1,1900,0,0,-1.3,75,-1
1,2000,0,0,-1.3,73,-1
1,2100,0,0,-1,70,-1
1,2200,0,0,-0.5,69,-1
1,2300,0,0,-0.1,67,-1
2,0,0,0,0.4,65,-1
2,100,0,0,2,61,-1
2,200,0,0,2.8,58,-1
2,300,0,0,3.7,55,-1
2,400,0,0,4.3,54,-1
2,500,0,0,5,52,-1
2,600,0,0,6.3,49,-1
2,700,0,0,5.5,52,-1
2,800,0,0,4.9,53,-1
2,900,0,0,4.7,54,-1
2,1000,0,0,5.1,54,-1
2,1100,0,0,4.4,57,-1
2,1200,0,0,4.2,57,-1
2,1300,0,0,4.4,57,-1
2,1400,0,0,4.5,55,-1
