"","date","cnt","is_holiday","year","month","day","weekday","weeknum"
"621","2019-03-04",60,0,2019,3,4,0,10
"622","2019-03-05",45,0,2019,3,5,1,10
"623","2019-03-06",52,0,2019,3,6,2,10
"624","2019-03-07",63,0,2019,3,7,3,10
"625","2019-03-08",45,0,2019,3,8,4,10
"626","2019-03-09",49,0,2019,3,9,5,10
"627","2019-03-10",56,0,2019,3,10,6,10
"628","2019-03-11",71,0,2019,3,11,0,11
"629","2019-03-12",43,0,2019,3,12,1,11
"630","2019-03-13",59,0,2019,3,13,2,11
"631","2019-03-14",66,0,2019,3,14,3,11
"632","2019-03-15",34,0,2019,3,15,4,11
"633","2019-03-16",43,0,2019,3,16,5,11
"634","2019-03-17",47,0,2019,3,17,6,11
"635","2019-03-18",64,0,2019,3,18,0,12
"636","2019-03-19",68,0,2019,3,19,1,12
"637","2019-03-20",22,0,2019,3,20,2,12
"638","2019-03-21",66,0,2019,3,21,3,12
"639","2019-03-22",58,0,2019,3,22,4,12
"640","2019-03-23",44,0,2019,3,23,5,12
"641","2019-03-24",41,0,2019,3,24,6,12
"642","2019-03-25",59,0,2019,3,25,0,13
"643","2019-03-26",144,0,2019,3,26,1,13
"644","2019-03-27",119,0,2019,3,27,2,13
"645","2019-03-28",141,0,2019,3,28,3,13
"646","2019-03-29",124,0,2019,3,29,4,13
"647","2019-03-30",40,0,2019,3,30,5,13
"648","2019-03-31",73,0,2019,3,31,6,13
"649","2019-04-01",133,0,2019,4,1,0,14
"650","2019-04-02",111,0,2019,4,2,1,14
"651","2019-04-03",131,0,2019,4,3,2,14
"652","2019-04-04",132,0,2019,4,4,3,14
"653","2019-04-05",124,0,2019,4,5,4,14
"654","2019-04-06",58,0,2019,4,6,5,14
"655","2019-04-07",138,0,2019,4,7,6,14
"656","2019-04-08",146,0,2019,4,8,0,15
"657","2019-04-09",61,0,2019,4,9,1,15
"658","2019-04-10",98,0,2019,4,10,2,15
"659","2019-04-11",147,0,2019,4,11,3,15
"660","2019-04-12",171,0,2019,4,12,4,15
"661","2019-04-13",169,0,2019,4,13,5,15
"662","2019-04-14",89,0,2019,4,14,6,15
"663","2019-04-15",157,0,2019,4,15,0,16
"664","2019-04-16",179,0,2019,4,16,1,16
"665","2019-04-17",166,0,2019,4,17,2,16
"666","2019-04-18",151,0,2019,4,18,3,16
"667","2019-04-19",164,0,2019,4,19,4,16
"668","2019-04-20",105,0,2019,4,20,5,16
"669","2019-04-21",139,0,2019,4,21,6,16
"670","2019-04-22",192,0,2019,4,22,0,17
"671","2019-04-23",190,0,2019,4,23,1,17
"672","2019-04-24",155,0,2019,4,24,2,17
"673","2019-04-25",48,0,2019,4,25,3,17
"674","2019-04-26",92,0,2019,4,26,4,17
"675","2019-04-27",120,0,2019,4,27,5,17
"676","2019-04-28",161,0,2019,4,28,6,17
"677","2019-04-29",182,0,2019,4,29,0,18
"678","2019-04-30",213,0,2019,4,30,1,18
"679","2019-05-01",176,1,2019,5,1,2,18
"680","2019-05-02",204,0,2019,5,2,3,18
"681","2019-05-03",175,0,2019,5,3,4,18
"682","2019-05-04",150,0,2019,5,4,5,18
"683","2019-05-05",147,1,2019,5,5,6,18
"684","2019-05-06",191,1,2019,5,6,0,19
"685","2019-05-07",182,0,2019,5,7,1,19
"686","2019-05-08",181,0,2019,5,8,2,19
"687","2019-05-09",229,0,2019,5,9,3,19
"688","2019-05-10",208,0,2019,5,10,4,19
"689","2019-05-11",188,0,2019,5,11,5,19
"690","2019-05-12",225,1,2019,5,12,6,19
"691","2019-05-13",198,0,2019,5,13,0,20
"692","2019-05-14",194,0,2019,5,14,1,20
"693","2019-05-15",202,0,2019,5,15,2,20
"694","2019-05-16",215,0,2019,5,16,3,20
"695","2019-05-17",195,0,2019,5,17,4,20
"696","2019-05-18",186,0,2019,5,18,5,20
"697","2019-05-19",183,0,2019,5,19,6,20
"698","2019-05-20",180,0,2019,5,20,0,21
"699","2019-05-21",189,0,2019,5,21,1,21
"700","2019-05-22",218,0,2019,5,22,2,21
"701","2019-05-23",228,0,2019,5,23,3,21
"702","2019-05-24",217,0,2019,5,24,4,21
"703","2019-05-25",206,0,2019,5,25,5,21
"704","2019-05-26",195,0,2019,5,26,6,21
"705","2019-05-27",184,0,2019,5,27,0,22
"706","2019-05-28",191.4,0,2019,5,28,1,22
"707","2019-05-29",198.8,0,2019,5,29,2,22
"708","2019-05-30",206.2,0,2019,5,30,3,22
"709","2019-05-31",213.6,0,2019,5,31,4,22
"710","2019-06-01",221,0,2019,6,1,5,22
"711","2019-06-02",234,0,2019,6,2,6,22
"712","2019-06-03",216,0,2019,6,3,0,23
"713","2019-06-04",223,0,2019,6,4,1,23
"714","2019-06-05",240,0,2019,6,5,2,23
"715","2019-06-06",205.5,1,2019,6,6,3,23
"716","2019-06-07",171,0,2019,6,7,4,23
"717","2019-06-08",222,0,2019,6,8,5,23
"718","2019-06-09",176,0,2019,6,9,6,23
"719","2019-06-10",160,0,2019,6,10,0,24
"720","2019-06-11",234,0,2019,6,11,1,24
"721","2019-06-12",235,0,2019,6,12,2,24
"722","2019-06-13",192,0,2019,6,13,3,24
"723","2019-06-14",219,0,2019,6,14,4,24
"724","2019-06-15",205,0,2019,6,15,5,24
"725","2019-06-16",221,0,2019,6,16,6,24
"726","2019-06-17",226,0,2019,6,17,0,25
"727","2019-06-18",126,0,2019,6,18,1,25
"728","2019-06-19",215,0,2019,6,19,2,25
"729","2019-06-20",227,0,2019,6,20,3,25
"730","2019-06-21",266,0,2019,6,21,4,25
"731","2019-06-22",234,0,2019,6,22,5,25
"732","2019-06-23",235,0,2019,6,23,6,25
"733","2019-06-24",251,0,2019,6,24,0,26
"734","2019-06-25",259,0,2019,6,25,1,26
"735","2019-06-26",258,0,2019,6,26,2,26
"736","2019-06-27",213,0,2019,6,27,3,26
"737","2019-06-28",205,0,2019,6,28,4,26
"738","2019-06-29",146,0,2019,6,29,5,26
"739","2019-06-30",208,0,2019,6,30,6,26
"740","2019-07-01",271,0,2019,7,1,0,27
"741","2019-07-02",246,0,2019,7,2,1,27
"742","2019-07-03",243,0,2019,7,3,2,27
"743","2019-07-04",253,0,2019,7,4,3,27
"744","2019-07-05",231,0,2019,7,5,4,27
"745","2019-07-06",194,0,2019,7,6,5,27
"746","2019-07-07",216,0,2019,7,7,6,27
"747","2019-07-08",234,0,2019,7,8,0,28
"748","2019-07-09",257,0,2019,7,9,1,28
"749","2019-07-10",118,0,2019,7,10,2,28
"750","2019-07-11",190,0,2019,7,11,3,28
"751","2019-07-12",252,0,2019,7,12,4,28
"752","2019-07-13",206,0,2019,7,13,5,28
"753","2019-07-14",189,0,2019,7,14,6,28
"754","2019-07-15",158,0,2019,7,15,0,29
"755","2019-07-16",228,0,2019,7,16,1,29
"756","2019-07-17",248,0,2019,7,17,2,29
"757","2019-07-18",235,0,2019,7,18,3,29
"758","2019-07-19",215,0,2019,7,19,4,29
"759","2019-07-20",142,0,2019,7,20,5,29
"760","2019-07-21",131,0,2019,7,21,6,29
"761","2019-07-22",242,0,2019,7,22,0,30
"762","2019-07-23",203,0,2019,7,23,1,30
"763","2019-07-24",173,0,2019,7,24,2,30
"764","2019-07-25",122,0,2019,7,25,3,30
"765","2019-07-26",96,0,2019,7,26,4,30
"766","2019-07-27",151,0,2019,7,27,5,30
"767","2019-07-28",95,0,2019,7,28,6,30
"768","2019-07-29",216,0,2019,7,29,0,31
"769","2019-07-30",197,0,2019,7,30,1,31
"770","2019-07-31",81,0,2019,7,31,2,31
"771","2019-08-01",164,0,2019,8,1,3,31
"772","2019-08-02",188,0,2019,8,2,4,31
"773","2019-08-03",212,0,2019,8,3,5,31
"774","2019-08-04",236,0,2019,8,4,6,31
"775","2019-08-05",190,0,2019,8,5,0,32
"776","2019-08-06",170,0,2019,8,6,1,32
"777","2019-08-07",140,0,2019,8,7,2,32
"778","2019-08-08",188,0,2019,8,8,3,32
"779","2019-08-09",186,0,2019,8,9,4,32
"780","2019-08-10",152,0,2019,8,10,5,32
"781","2019-08-11",126,0,2019,8,11,6,32
"782","2019-08-12",84,0,2019,8,12,0,33
"783","2019-08-13",187,0,2019,8,13,1,33
"784","2019-08-14",171,0,2019,8,14,2,33
"785","2019-08-15",129,1,2019,8,15,3,33
"786","2019-08-16",199,0,2019,8,16,4,33
"787","2019-08-17",192,0,2019,8,17,5,33
"788","2019-08-18",192,0,2019,8,18,6,33
"789","2019-08-19",201,0,2019,8,19,0,34
"790","2019-08-20",223,0,2019,8,20,1,34
"791","2019-08-21",169,0,2019,8,21,2,34
"792","2019-08-22",187,0,2019,8,22,3,34
"793","2019-08-23",223,0,2019,8,23,4,34
"794","2019-08-24",216,0,2019,8,24,5,34
"795","2019-08-25",238,0,2019,8,25,6,34
"796","2019-08-26",241,0,2019,8,26,0,35
"797","2019-08-27",204,0,2019,8,27,1,35
"798","2019-08-28",185,0,2019,8,28,2,35
"799","2019-08-29",166,0,2019,8,29,3,35
"800","2019-08-30",239,0,2019,8,30,4,35
"801","2019-08-31",227,0,2019,8,31,5,35
"802","2019-09-01",271,0,2019,9,1,6,35
"803","2019-09-02",282,0,2019,9,2,0,36
"804","2019-09-03",255,0,2019,9,3,1,36
"805","2019-09-04",187,0,2019,9,4,2,36
"806","2019-09-05",119,0,2019,9,5,3,36
"807","2019-09-06",129.333333333333,0,2019,9,6,4,36
"808","2019-09-07",139.666666666667,0,2019,9,7,5,36
"809","2019-09-08",150,0,2019,9,8,6,36
"810","2019-09-09",200,0,2019,9,9,0,37
"811","2019-09-10",214,0,2019,9,10,1,37
"812","2019-09-11",228,0,2019,9,11,2,37
"813","2019-09-12",190.666666666667,1,2019,9,12,3,37
"814","2019-09-13",153.333333333333,1,2019,9,13,4,37
"815","2019-09-14",116,1,2019,9,14,5,37
"816","2019-09-15",201,0,2019,9,15,6,37
"817","2019-09-16",286,0,2019,9,16,0,38
"818","2019-09-17",288,0,2019,9,17,1,38
"819","2019-09-18",286,0,2019,9,18,2,38
"820","2019-09-19",249,0,2019,9,19,3,38
"821","2019-09-20",273,0,2019,9,20,4,38
"822","2019-09-21",260,0,2019,9,21,5,38
"823","2019-09-22",127,0,2019,9,22,6,38
"824","2019-09-23",274,0,2019,9,23,0,39
"825","2019-09-24",232,0,2019,9,24,1,39
"826","2019-09-25",245,0,2019,9,25,2,39
"827","2019-09-26",257,0,2019,9,26,3,39
"828","2019-09-27",270,0,2019,9,27,4,39
"829","2019-09-28",260,0,2019,9,28,5,39
"830","2019-09-29",254,0,2019,9,29,6,39
"831","2019-09-30",223,0,2019,9,30,0,40
"832","2019-10-01",264,0,2019,10,1,1,40
"833","2019-10-02",243.5,0,2019,10,2,2,40
"834","2019-10-03",223,1,2019,10,3,3,40
"835","2019-10-04",275,0,2019,10,4,4,40
"836","2019-10-05",209,0,2019,10,5,5,40
"837","2019-10-06",210,0,2019,10,6,6,40
"838","2019-10-07",228,0,2019,10,7,0,41
"839","2019-10-08",246,0,2019,10,8,1,41
"840","2019-10-09",211,1,2019,10,9,2,41
"841","2019-10-10",269,0,2019,10,10,3,41
"842","2019-10-11",260,0,2019,10,11,4,41
"843","2019-10-12",223,0,2019,10,12,5,41
"844","2019-10-13",230,0,2019,10,13,6,41
"845","2019-10-14",239,0,2019,10,14,0,42
"846","2019-10-15",230,0,2019,10,15,1,42
"847","2019-10-16",243,0,2019,10,16,2,42
"848","2019-10-17",259,0,2019,10,17,3,42
"849","2019-10-18",232,0,2019,10,18,4,42
"850","2019-10-19",261,0,2019,10,19,5,42
"851","2019-10-20",229,0,2019,10,20,6,42
"852","2019-10-21",235,0,2019,10,21,0,43
"853","2019-10-22",242,0,2019,10,22,1,43
"854","2019-10-23",251,0,2019,10,23,2,43
"855","2019-10-24",253,0,2019,10,24,3,43
"856","2019-10-25",253,0,2019,10,25,4,43
"857","2019-10-26",202,0,2019,10,26,5,43
"858","2019-10-27",179,0,2019,10,27,6,43
"859","2019-10-28",198,0,2019,10,28,0,44
"860","2019-10-29",215,0,2019,10,29,1,44
"861","2019-10-30",243,0,2019,10,30,2,44
"862","2019-10-31",272,0,2019,10,31,3,44
"863","2019-11-01",273,0,2019,11,1,4,44
"864","2019-11-02",230,0,2019,11,2,5,44
"865","2019-11-03",217,0,2019,11,3,6,44
"866","2019-11-04",278,0,2019,11,4,0,45
"867","2019-11-05",260,0,2019,11,5,1,45
"868","2019-11-06",263,0,2019,11,6,2,45
"869","2019-11-07",239,0,2019,11,7,3,45
"870","2019-11-08",231,0,2019,11,8,4,45
"871","2019-11-09",213,0,2019,11,9,5,45
"872","2019-11-10",125,0,2019,11,10,6,45
"873","2019-11-11",219,0,2019,11,11,0,46
"874","2019-11-12",218,0,2019,11,12,1,46
"875","2019-11-13",119,0,2019,11,13,2,46
"876","2019-11-14",145,0,2019,11,14,3,46
"877","2019-11-15",66,0,2019,11,15,4,46
"878","2019-11-16",149,0,2019,11,16,5,46
"879","2019-11-17",138.5,0,2019,11,17,6,46
"880","2019-11-18",128,0,2019,11,18,0,47
"881","2019-11-19",133,0,2019,11,19,1,47
"882","2019-11-20",124,0,2019,11,20,2,47
"883","2019-11-21",159,0,2019,11,21,3,47
"884","2019-11-22",179,0,2019,11,22,4,47
"885","2019-11-23",153,0,2019,11,23,5,47
"886","2019-11-24",107,0,2019,11,24,6,47
"887","2019-11-25",157,0,2019,11,25,0,48
"888","2019-11-26",181,0,2019,11,26,1,48
"889","2019-11-27",171,0,2019,11,27,2,48
"890","2019-11-28",123,0,2019,11,28,3,48
"891","2019-11-29",148,0,2019,11,29,4,48
"892","2019-11-30",110,0,2019,11,30,5,48
"893","2019-12-01",30,0,2019,12,1,6,48
"894","2019-12-02",113,0,2019,12,2,0,49
"895","2019-12-03",98,0,2019,12,3,1,49
"896","2019-12-04",115,0,2019,12,4,2,49
"897","2019-12-05",98,0,2019,12,5,3,49
"898","2019-12-06",85,0,2019,12,6,4,49
"899","2019-12-07",64,0,2019,12,7,5,49
"900","2019-12-08",97,0,2019,12,8,6,49
"901","2019-12-09",114,0,2019,12,9,0,50
"902","2019-12-10",108,0,2019,12,10,1,50
"903","2019-12-11",124,0,2019,12,11,2,50
"904","2019-12-12",109,0,2019,12,12,3,50
"905","2019-12-13",126,0,2019,12,13,4,50
"906","2019-12-14",77,0,2019,12,14,5,50
"907","2019-12-15",87,0,2019,12,15,6,50
"908","2019-12-16",139,0,2019,12,16,0,51
"909","2019-12-17",93,0,2019,12,17,1,51
"910","2019-12-18",101,0,2019,12,18,2,51
"911","2019-12-19",120,0,2019,12,19,3,51
"912","2019-12-20",102,0,2019,12,20,4,51
"913","2019-12-21",49,0,2019,12,21,5,51
"914","2019-12-22",81,0,2019,12,22,6,51
"915","2019-12-23",78,0,2019,12,23,0,52
"916","2019-12-24",99,0,2019,12,24,1,52
"917","2019-12-25",60,1,2019,12,25,2,52
"918","2019-12-26",91,0,2019,12,26,3,52
"919","2019-12-27",81,0,2019,12,27,4,52
"920","2019-12-28",79,0,2019,12,28,5,52
"921","2019-12-29",61,0,2019,12,29,6,52
"922","2019-12-30",77,0,2019,12,30,0,1
"923","2019-12-31",39,0,2019,12,31,1,1
