date,cnt_station,cnt_bike
2019-11-07,1527,19444 
2019-11-08,1527,19444 
2019-11-09,1527,19444 
2019-11-10,1527,19444 
2019-11-11,1527,19444 
2019-11-12,1527,19444 
2019-11-13,1527,19444 
2019-11-14,1527,19444 
2019-11-15,1527,19444 
2019-11-16,1527,19444 
2019-11-17,1527,19444 
2019-11-18,1527,19444 
2019-11-19,1527,19444 
2019-11-20,1529,19459 
2019-11-21,1529,19459 
2019-11-22,1529,19459 
2019-11-23,1529,19459 
2019-11-24,1529,19459 
2019-11-25,1529,19459 
2019-11-26,1529,19459 
2019-11-27,1529,19459 
2019-11-28,1529,19459 
2019-11-29,1529,19459 
2019-11-30,1529,19459 
2019-12-01,1529,19459 
2019-12-02,1529,19459 
2019-12-03,1529,19459 
2019-12-04,1529,19459 
2019-12-05,1529,19459 
2019-12-06,1529,19459 
2019-12-07,1529,19459 
2019-12-08,1529,19459 
2019-12-09,1529,19459 
2019-12-10,1529,19459 
2019-12-11,1529,19459 
2019-12-12,1529,19459 
2019-12-13,1529,19459 
2019-12-14,1529,19459 
2019-12-15,1529,19459 
2019-12-16,1530,19474 
2019-12-17,1530,19474 
2019-12-18,1530,19474 
2019-12-19,1530,19474 
2019-12-20,1530,19474 
2019-12-21,1530,19474 
2019-12-22,1530,19474 
2019-12-23,1530,19474 
2019-12-24,1530,19474 
2019-12-25,1530,19474 
2019-12-26,1530,19474 
2019-12-27,1530,19474 
2019-12-28,1530,19474 
2019-12-29,1530,19474 
2019-12-30,1530,19474 
2019-12-31,1530,19474 
